model = bulk_NN()
predictions = predict(model,x_tst)
testAccuracy(predictions,y_tst)
%prun testAccuracy(predictions,y_tst)

         55024 function calls (53041 primitive calls) in 0.111 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      8/6    0.000    0.000    0.000    0.000 options.py:37(__eq__)
       24    0.000    0.000    0.000    0.000 func_graph.py:595(capture)
       24    0.000    0.000    0.000    0.000 ops.py:4603(_control_dependencies_for_inputs)
        9    0.000    0.000    0.000    0.000 type_spec.py:555(_type_spec_from_value)
       24    0.000    0.000    0.000    0.000 control_flow_util.py:82(IsInWhileLoop)
       10    0.000    0.000    0.000    0.000 dataset_ops.py:546(_flat_structure)
        6    0.000    0.000    0.000    0.000 tensor_shape.py:1074(is_compatible_with)
       85    0.000    0.000    0.000    0.000 function.py:2463(input_signature)
        9    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       25    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsMutableMapping}
       32    0.000    0.000    0.000    0.000 nest.py:1232(<listcomp>)
       14    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsNamedtuple}
       24    0.000    0.000    0.000    0.000 ops.py:5019(_snapshot_device_function_stack_metadata)
        9    0.000    0.000    0.000    0.000 ops.py:3761(get_operations)
        6    0.000    0.000    0.000    0.000 func_graph.py:1061(check_mutation)
       32    0.000    0.000    0.000    0.000 context.py:1056(function_call_options)
       48    0.000    0.000    0.000    0.000 containers.py:628(__iter__)
        2    0.000    0.000    0.000    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
       17    0.000    0.000    0.005    0.000 message.py:193(ParseFromString)
        5    0.000    0.000    0.000    0.000 tensor_util.py:132(<listcomp>)
       29    0.000    0.000    0.000    0.000 tensor_shape.py:756(<listcomp>)
        7    0.000    0.000    0.000    0.000 distribution_strategy_context.py:79(_get_per_thread_mode)
       77    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 dataset_ops.py:528(_flat_shapes)
       48    0.000    0.000    0.000    0.000 lock_util.py:107(<genexpr>)
       64    0.000    0.000    0.000    0.000 iterator_ops.py:878(__init__)
       24    0.000    0.000    0.000    0.000 auto_control_deps.py:136(collective_manager_ids_from_op)
        4    0.000    0.000    0.000    0.000 iostream.py:386(write)
       90    0.000    0.000    0.000    0.000 ops.py:397(dtype)
       31    0.000    0.000    0.000    0.000 training.py:1609(<lambda>)
       11    0.000    0.000    0.000    0.000 op_def_library.py:737(<listcomp>)
       24    0.000    0.000    0.000    0.000 lock_util.py:126(__exit__)
       24    0.000    0.000    0.000    0.000 ops.py:4637(_record_op_seen_by_control_dependencies)
        3    0.000    0.000    0.000    0.000 api.py:157(tf_convert)
       28    0.000    0.000    0.000    0.000 nest.py:96(_sorted)
       21    0.000    0.000    0.000    0.000 ops.py:3800(_get_operation_by_name_unsafe)
        3    0.000    0.000    0.005    0.002 function.py:597(__init__)
       21    0.000    0.000    0.000    0.000 ops.py:3823(_get_operation_by_tf_operation)
       27    0.000    0.000    0.000    0.000 tensor_shape.py:185(__init__)
       14    0.000    0.000    0.000    0.000 tracking.py:215(__init__)
       83    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 inspect.py:2218(_signature_from_callable)
        4    0.000    0.000    0.002    0.000 array_ops.py:244(identity)
       64    0.000    0.000    0.000    0.000 context.py:135(config_proto_serialized)
       44    0.000    0.000    0.000    0.000 context.py:749(_handle)
       14    0.000    0.000    0.003    0.000 nest.py:635(<listcomp>)
       21    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationName}
       45    0.000    0.000    0.000    0.000 ops.py:3472(<genexpr>)
        1    0.000    0.000    0.003    0.003 math_ops.py:1731(range)
        1    0.000    0.000    0.006    0.006 iterator_ops.py:700(_create_iterator)
        3    0.000    0.000    0.000    0.000 structure.py:175(_from_tensor_list_helper)
        5    0.000    0.000    0.000    0.000 iostream.py:197(schedule)
       21    0.000    0.000    0.000    0.000 op_def_library.py:64(_IsListParameter)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:3552(__init__)
       15    0.000    0.000    0.000    0.000 api.py:343(_is_of_known_loaded_module)
       24    0.000    0.000    0.000    0.000 tensor_shape.py:1230(as_shape)
    13/10    0.000    0.000    0.012    0.001 dispatch.py:198(wrapper)
        3    0.000    0.000    0.000    0.000 function_utils.py:89(get_func_name)
        2    0.000    0.000    0.001    0.001 dataset_ops.py:2980(__init__)
       80    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       35    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       48    0.000    0.000    0.000    0.000 traceable_stack.py:123(peek_traceable_objs)
        3    0.000    0.000    0.000    0.000 function.py:3632(decorated)
        3    0.000    0.000    0.000    0.000 tensor_util.py:134(SlowAppendInt64ArrayToTensorProto)
        6    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphSetTensorShape_wrapper}
        6    0.000    0.000    0.000    0.000 structure.py:299(_to_tensor_list_helper)
        6    0.000    0.000    0.000    0.000 func_graph.py:740(internal_captures)
        4    0.000    0.000    0.002    0.000 gen_array_ops.py:3972(identity)
       21    0.000    0.000    0.000    0.000 op_def_library.py:510(<listcomp>)
       73    0.000    0.000    0.000    0.000 ops.py:2381(graph)
       24    0.000    0.000    0.000    0.000 errors_impl.py:117(__str__)
        1    0.000    0.000    0.001    0.001 dataset_ops.py:2999(__init__)
        3    0.000    0.000    0.000    0.000 function.py:2299(from_function_and_signature)
        3    0.000    0.000    0.014    0.005 api.py:247(wrapper)
       17    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GetBuffer}
        7    0.000    0.000    0.000    0.000 nest.py:195(map_structure)
       32    0.000    0.000    0.000    0.000 iterator_ops.py:895(_to_components)
       24    0.000    0.000    0.000    0.000 {method 'throw' of 'generator' objects}
       24    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        6    0.000    0.000    0.000    0.000 nest.py:1379(flatten_with_tuple_paths)
       21    0.000    0.000    0.000    0.000 tf_decorator.py:200(unwrap)
       14    0.000    0.000    0.000    0.000 structure.py:273(get_flat_tensor_shapes)
       32    0.000    0.000    0.000    0.000 function.py:2632(_is_ndarray)
        1    0.000    0.000    0.001    0.001 dataset_ops.py:3504(__init__)
       56    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       64    0.000    0.000    0.000    0.000 iterator_ops.py:820(element_spec)
        1    0.000    0.000    0.000    0.000 base_layer.py:2714(__delattr__)
       47    0.000    0.000    0.000    0.000 context.py:813(device_name)
       14    0.000    0.000    0.000    0.000 ops.py:6498(__exit__)
        5    0.000    0.000    0.000    0.000 tensor_util.py:131(SlowAppendIntArrayToTensorProto)
       35    0.000    0.000    0.000    0.000 op_def_registry.py:34(get)
       11    0.000    0.000    0.000    0.000 func_graph.py:1055(device_stack_has_callable)
       25    0.000    0.000    0.000    0.000 ops.py:402(graph)
       13    0.000    0.000    0.000    0.000 decoder.py:652(DecodeField)
       48    0.000    0.000    0.000    0.000 ops.py:3043(_check_not_finalized)
       14    0.000    0.000    0.000    0.000 context.py:2001(graph_mode)
       12    0.000    0.000    0.003    0.000 tensor_conversion_registry.py:50(_default_conversion_function)
        1    0.000    0.000    0.001    0.001 iterator_ops.py:531(__del__)
       14    0.000    0.000    0.000    0.000 tracking.py:186(__init__)
        9    0.000    0.000    0.000    0.000 api.py:352(_is_known_loaded_type)
       32    0.000    0.000    0.000    0.000 data_adapter.py:1232(should_sync)
       23    0.000    0.000    0.000    0.000 ops.py:421(shape)
       87    0.000    0.000    0.000    0.000 tensor_shape.py:247(value)
        3    0.000    0.000    0.015    0.005 dataset_ops.py:3358(wrapper_fn)
       24    0.000    0.000    0.000    0.000 context.py:1204(op_callbacks)
        4    0.000    0.000    0.000    0.000 containers.py:634(MergeFrom)
       14    0.000    0.000    0.000    0.000 ops.py:3886(as_default)
       32    0.000    0.000    0.000    0.000 trace.py:52(__init__)
       11    0.000    0.000    0.000    0.000 op_def_library.py:84(_Flatten)
        3    0.000    0.000    0.000    0.000 converter.py:153(__init__)
       15    0.000    0.000    0.000    0.000 context.py:239(pop)
        8    0.000    0.000    0.000    0.000 python_message.py:1363(WhichOneof)
        8    0.000    0.000    0.000    0.000 ops.py:5639(init_scope)
        9    0.000    0.000    0.000    0.000 tensor_util.py:309(_AssertCompatible)
        3    0.000    0.000    0.000    0.000 inspect.py:2772(__init__)
        1    0.000    0.000    0.000    0.000 monitoring.py:136(get_cell)
        4    0.000    0.000    0.000    0.000 ops.py:2422(_set_attr)
      5/1    0.000    0.000    0.000    0.000 training.py:322(__setattr__)
        4    0.000    0.000    0.000    0.000 context.py:2016(device)
       28    0.000    0.000    0.000    0.000 ops.py:5117(_auto_cast_variable_read_dtype)
        4    0.000    0.000    0.000    0.000 context.py:827(device)
        6    0.000    0.000    0.000    0.000 tf_logging.py:210(vlog)
       14    0.000    0.000    0.000    0.000 ops.py:5035(_device_function_stack)
       24    0.000    0.000    0.000    0.000 tensor_shape.py:843(__len__)
       24    0.000    0.000    0.000    0.000 lock_util.py:123(__enter__)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4289(__init__)
        6    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        3    0.000    0.000    0.000    0.000 threading.py:222(__init__)
       11    0.000    0.000    0.000    0.000 op_def_library.py:87(<listcomp>)
        4    0.000    0.000    0.000    0.000 context.py:1738(__enter__)
       22    0.000    0.000    0.000    0.000 python_message.py:494(_GetIntegerEnumValue)
        9    0.000    0.000    0.000    0.000 function.py:3763(__del__)
       32    0.000    0.000    0.000    0.000 callbacks.py:476(on_predict_batch_end)
       29    0.000    0.000    0.000    0.000 ops.py:3015(_variable_creator_stack)
       18    0.000    0.000    0.000    0.000 tensor_shape.py:1180(as_list)
        3    0.000    0.000    0.000    0.000 tensor_util.py:135(<listcomp>)
        3    0.000    0.000    0.000    0.000 inspect_utils.py:82(isbuiltin)
       16    0.000    0.000    0.000    0.000 python_message.py:276(_IsMapField)
        3    0.000    0.000    0.000    0.000 function.py:2728(__init__)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2872(__exit__)
       24    0.000    0.000    0.000    0.000 ag_ctx.py:29(_control_ctx)
       11    0.000    0.000    0.000    0.000 ops.py:6051(_get_graph_from_inputs)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 registry.py:74(list)
     14/9    0.000    0.000    0.000    0.000 tensor_util.py:219(_GetDenseDimensions)
        3    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FunctionSetAttrValueProto}
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3570(__init__)
       80    0.000    0.000    0.000    0.000 message_listener.py:77(Modified)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_AddInputList}
       32    0.000    0.000    0.000    0.000 function.py:271(__exit__)
        1    0.000    0.000    0.009    0.009 data_adapter.py:330(slice_batch_indices)
       63    0.000    0.000    0.000    0.000 object_identity.py:175(<genexpr>)
       28    0.000    0.000    0.000    0.000 ops.py:4086(_name_stack)
        1    0.000    0.000    0.001    0.001 gen_dataset_ops.py:6663(tensor_slice_dataset)
       14    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        8    0.000    0.000    0.000    0.000 tape.py:150(stop_recording)
       34    0.000    0.000    0.000    0.000 op_def_library.py:80(_IsListValue)
        8    0.000    0.000    0.000    0.000 dataset_ops.py:2956(__init__)
       59    0.000    0.000    0.000    0.000 ops.py:392(op)
       24    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        7    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.AssertSameStructureForData}
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:341(__init__)
        3    0.000    0.000    0.001    0.000 auto_control_deps.py:182(mark_as_return)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       28    0.000    0.000    0.000    0.000 ops.py:5101(_distribution_strategy_stack)
       43    0.000    0.000    0.000    0.000 ops.py:796(_as_tf_output)
        2    0.000    0.000    0.004    0.002 gen_array_ops.py:9211(_slice)
       66    0.000    0.000    0.000    0.000 ops.py:2036(_get_control_flow_context)
       32    0.000    0.000    0.000    0.000 trace.py:89(set_metadata)
        2    0.000    0.000    0.000    0.000 ops.py:1039(numpy)
       14    0.000    0.000    0.000    0.000 ops.py:6439(__init__)
       18    0.000    0.000    0.000    0.000 tensor_shape.py:1191(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3472(__init__)
        3    0.000    0.000    0.000    0.000 function.py:229(_parse_func_attrs)
       24    0.000    0.000    0.000    0.000 ops.py:3148(_get_control_flow_context)
        9    0.000    0.000    0.000    0.000 structure.py:407(type_spec_from_value)
       11    0.000    0.000    0.000    0.000 ops.py:1033(dtype)
       25    0.000    0.000    0.000    0.000 ops.py:2245(_add_control_inputs)
       10    0.000    0.000    0.000    0.000 dataset_ops.py:537(_flat_types)
       11    0.000    0.000    0.000    0.000 backprop.py:170(_must_record_gradient)
       23    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 tensor_util.py:194(GetNumpyAppendFn)
       24    0.000    0.000    0.000    0.000 containers.py:625(__len__)
        2    0.000    0.000    0.000    0.000 tape.py:104(variable_accessed)
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:838(assign)
        2    0.000    0.000    0.001    0.000 gen_dataset_ops.py:6594(tensor_dataset)
       32    0.000    0.000    0.000    0.000 data_adapter.py:1212(step_increment)
        4    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewBufferFromString}
       21    0.000    0.000    0.000    0.000 control_flow_util.py:180(GetOutputContext)
       14    0.000    0.000    0.000    0.000 nest.py:631(<listcomp>)
        5    0.000    0.000    0.000    0.000 tensor_spec.py:155(_to_components)
        1    0.000    0.000    0.000    0.000 data_adapter.py:965(<listcomp>)
        3    0.000    0.000    0.000    0.000 data_adapter.py:235(can_handle)
       17    0.000    0.000    0.000    0.000 tensor_conversion_registry.py:114(get)
        8    0.000    0.000    0.000    0.000 type_checkers.py:129(CheckValue)
       14    0.000    0.000    0.000    0.000 structure.py:283(<listcomp>)
       24    0.000    0.000    0.000    0.000 traceable_stack.py:127(__len__)
        1    0.000    0.000    0.006    0.006 iterator_ops.py:648(__init__)
       34    0.000    0.000    0.000    0.000 tensor_spec.py:63(shape)
       21    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
       11    0.000    0.000    0.000    0.000 containers.py:285(<listcomp>)
        1    0.000    0.000    0.001    0.001 gen_dataset_ops.py:852(concatenate_dataset)
        3    0.000    0.000    0.002    0.001 func_graph.py:930(convert)
       53    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       24    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.007    0.007 data_adapter.py:373(slice_inputs)
        2    0.000    0.000    0.006    0.003 data_adapter.py:1135(enumerate_epochs)
       11    0.000    0.000    0.000    0.000 structure.py:286(get_flat_tensor_types)
       15    0.000    0.000    0.000    0.000 ops.py:3972(get_collection_ref)
        3    0.000    0.000    0.000    0.000 lock_util.py:54(__init__)
       30    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        4    0.000    0.000    0.000    0.000 iostream.py:310(_is_master_process)
        4    0.000    0.000    0.000    0.000 context.py:1772(__exit__)
        3    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
       45    0.000    0.000    0.000    0.000 ops.py:2307(outputs)
       24    0.000    0.000    0.000    0.000 lock_util.py:119(__init__)
        5    0.000    0.000    0.000    0.000 ops.py:1160(shape)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:356(_apply_options)
       14    0.000    0.000    0.000    0.000 base.py:677(_lookup_dependency)
        6    0.000    0.000    0.000    0.000 ag_ctx.py:61(__exit__)
        3    0.000    0.000    0.014    0.005 api.py:330(_call_unconverted)
        5    0.000    0.000    0.000    0.000 type_spec.py:211(_to_tensor_list)
       35    0.000    0.000    0.000    0.000 function.py:2014(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        3    0.000    0.000    0.000    0.000 tf_inspect.py:238(getfullargspec)
        4    0.000    0.000    0.000    0.000 ops.py:5202(device)
       28    0.000    0.000    0.000    0.000 ops.py:3039(_variable_creator_stack)
        3    0.000    0.000    0.000    0.000 data_adapter.py:1011(_convert_numpy_and_scipy)
       21    0.000    0.000    0.000    0.000 tf_decorator.py:114(_has_tf_decorator_attr)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4375(__init__)
       52    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       53    0.000    0.000    0.000    0.000 api_implementation.py:157(IsPythonDefaultSerializationDeterministic)
       14    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsCompositeTensor}
        2    0.000    0.000    0.000    0.000 ops.py:1523(internal_convert_n_to_tensor)
    15/12    0.000    0.000    0.000    0.000 dataset_ops.py:2972(element_spec)
       14    0.000    0.000    0.000    0.000 nest.py:104(_is_namedtuple)
        6    0.000    0.000    0.000    0.000 tensor_util.py:263(inner)
        6    0.000    0.000    0.000    0.000 ag_logging.py:114(get_verbosity)
        7    0.000    0.000    0.000    0.000 object_identity.py:183(_wrap_key)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextSyncExecutors}
       14    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsMapping}
       10    0.000    0.000    0.000    0.000 nest.py:1310(yield_flat_paths)
        8    0.000    0.000    0.000    0.000 tensor_shape.py:252(is_compatible_with)
        3    0.000    0.000    0.000    0.000 auto_control_deps.py:225(__enter__)
        1    0.000    0.000    0.000    0.000 device_spec.py:272(device_type)
       35    0.000    0.000    0.000    0.000 traceable_stack.py:121(<genexpr>)
        5    0.000    0.000    0.000    0.000 array_ops.py:1479(_should_not_autopack)
        7    0.000    0.000    0.000    0.000 weakref.py:419(get)
        5    0.000    0.000    0.000    0.000 threading.py:1071(is_alive)
        6    0.000    0.000    0.000    0.000 object_identity.py:223(__len__)
       18    0.000    0.000    0.000    0.000 api.py:518(<genexpr>)
        1    0.000    0.000    0.000    0.000 tf_utils.py:531(_to_single_numpy_or_python_type)
       20    0.000    0.000    0.000    0.000 tensor_shape.py:819(rank)
        2    0.000    0.000    0.000    0.000 ops.py:2979(_variable_creator_scope)
        3    0.000    0.000    0.000    0.000 ops.py:4040(<listcomp>)
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:606(numpy)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        7    0.000    0.000    0.000    0.000 context.py:1831(ensure_initialized)
       14    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsTypeSpec}
       12    0.000    0.000    0.000    0.000 ops.py:2801(name_from_scope_name)
        3    0.000    0.000    0.000    0.000 ops.py:4037(get_all_collection_keys)
        1    0.000    0.000    0.002    0.002 gen_array_ops.py:3789(gather_v2)
       29    0.000    0.000    0.000    0.000 dataset_ops.py:216(_variant_tensor)
        3    0.000    0.000    0.029    0.010 function.py:2931(get_concrete_function)
       11    0.000    0.000    0.000    0.000 func_graph.py:1057(<genexpr>)
       32    0.000    0.000    0.000    0.000 callbacks.py:464(on_predict_batch_begin)
        1    0.000    0.000    0.000    0.000 training.py:2667(concat)
       11    0.000    0.000    0.000    0.000 structure.py:296(<listcomp>)
       12    0.000    0.000    0.000    0.000 object_identity.py:63(__hash__)
        5    0.000    0.000    0.000    0.000 containers.py:512(__setitem__)
        3    0.000    0.000    0.000    0.000 c_api_util.py:45(__init__)
        9    0.000    0.000    0.000    0.000 constant_op.py:298(_constant_eager_impl)
       14    0.000    0.000    0.000    0.000 dtypes.py:205(__ne__)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:2796(get_legacy_output_types)
        6    0.000    0.000    0.000    0.000 os.py:740(encodekey)
        3    0.000    0.000    0.000    0.000 context.py:1085(add_function)
        3    0.000    0.000    0.000    0.000 tf_inspect.py:370(isfunction)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:1136(most_specific_compatible_shape)
        1    0.000    0.000    0.001    0.001 gen_math_ops.py:7267(_range)
        1    0.000    0.000    0.000    0.000 optimization_options.py:215(_graph_rewrites)
        3    0.000    0.000    0.000    0.000 cache.py:50(__getitem__)
        4    0.000    0.000    0.000    0.000 ops.py:2431(_set_attr_with_buf)
       32    0.000    0.000    0.000    0.000 trace.py:123(__exit__)
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:668(read_value)
        6    0.000    0.000    0.000    0.000 training.py:327(<genexpr>)
       36    0.000    0.000    0.000    0.000 tensor_shape.py:826(dims)
        3    0.000    0.000    0.000    0.000 function.py:356(_inference_name)
       12    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
       32    0.000    0.000    0.000    0.000 context.py:127(executor_type)
       28    0.000    0.000    0.000    0.000 ops.py:5133(_auto_cast_variable_read_dtype)
        3    0.000    0.000    0.000    0.000 math_ops.py:866(cast)
        1    0.000    0.000    0.000    0.000 callbacks.py:571(on_predict_end)
        7    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       30    0.000    0.000    0.000    0.000 context.py:1718(context_switches)
       32    0.000    0.000    0.000    0.000 trace.py:85(__enter__)
        2    0.000    0.000    0.000    0.000 resource_variable_ops.py:329(variable_accessed)
        3    0.000    0.000    0.000    0.000 function.py:1549(_set_function_spec)
        4    0.000    0.000    0.000    0.000 python_message.py:416(MakePrimitiveMapDefault)
       38    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 nest.py:126(_packed_nest_with_indices)
        3    0.000    0.000    0.000    0.000 conversion.py:242(cache_whitelisted)
        1    0.000    0.000    0.000    0.000 callbacks.py:202(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:410(_replace)
       14    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsMappingView}
        7    0.000    0.000    0.000    0.000 nest.py:245(<listcomp>)
        5    0.000    0.000    0.000    0.000 encoder.py:724(EncodeField)
       35    0.000    0.000    0.000    0.000 tensor_spec.py:37(<lambda>)
        1    0.000    0.000    0.001    0.001 gen_array_ops.py:8142(reshape)
       26    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        6    0.000    0.000    0.000    0.000 nest.py:357(assert_same_structure)
       12    0.000    0.000    0.000    0.000 traceable_stack.py:83(__init__)
        4    0.000    0.000    0.000    0.000 tensor_spec.py:169(_from_compatible_tensor_list)
        3    0.000    0.000    0.000    0.000 op_def_library.py:184(_MakeShape)
        5    0.000    0.000    0.000    0.000 dataset_ops.py:2967(__init__)
       32    0.000    0.000    0.000    0.000 function.py:268(__enter__)
        3    0.000    0.000    0.000    0.000 cache.py:43(has)
        6    0.000    0.000    0.000    0.000 __init__.py:1493(log)
       11    0.000    0.000    0.000    0.000 op_def_library.py:89(<listcomp>)
        2    0.000    0.000    0.000    0.000 gen_dataset_ops.py:5497(repeat_dataset)
       15    0.000    0.000    0.000    0.000 func_graph.py:427(outer_graph)
        6    0.000    0.000    0.000    0.000 os.py:766(getenv)
        3    0.000    0.000    0.000    0.000 enum.py:313(__call__)
        1    0.000    0.000    0.000    0.000 structure.py:119(convert_legacy_structure)
        1    0.000    0.000    0.000    0.000 training.py:2453(_check_call_args)
       14    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsAttrs}
        6    0.000    0.000    0.000    0.000 nest.py:104(assert_same_structure)
       54    0.000    0.000    0.000    0.000 options.py:59(<lambda>)
        2    0.000    0.000    0.015    0.007 dataset_ops.py:1557(map)
        6    0.000    0.000    0.000    0.000 variable_scope.py:1202(set_use_resource)
        3    0.000    0.000    0.000    0.000 config_lib.py:62(get_action)
        9    0.000    0.000    0.000    0.000 memory.py:24(dismantle_ordered_dict)
       22    0.000    0.000    0.000    0.000 op_def_library.py:235(_MaybeColocateWith)
       11    0.000    0.000    0.000    0.000 array_ops.py:1485(<genexpr>)
        3    0.000    0.000    0.000    0.000 inspect.py:726(getmodule)
       24    0.000    0.000    0.000    0.000 errors_impl.py:86(message)
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:830(_lazy_read)
        6    0.000    0.000    0.000    0.000 tracking.py:154(resource_tracker_scope)
        3    0.000    0.000    0.000    0.000 tf_utils.py:513(to_numpy_or_python_type)
        6    0.000    0.000    0.000    0.000 __init__.py:1685(isEnabledFor)
        3    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetRequireShapeInferenceFns}
        5    0.000    0.000    0.000    0.000 structure.py:376(<lambda>)
        6    0.000    0.000    0.000    0.000 dtypes.py:103(as_numpy_dtype)
        9    0.000    0.000    0.000    0.000 object_identity.py:227(__iter__)
        3    0.000    0.000    0.000    0.000 function.py:3245(validate_signature)
        3    0.000    0.000    0.000    0.000 func_graph.py:735(external_captures)
        6    0.000    0.000    0.000    0.000 ag_ctx.py:53(__enter__)
        1    0.000    0.000    0.000    0.000 array_ops.py:1562(concat)
        3    0.000    0.000    0.000    0.000 function.py:474(<listcomp>)
       18    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 ops.py:1625(internal_convert_to_tensor_or_composite)
       24    0.000    0.000    0.000    0.000 ops.py:5061(<dictcomp>)
        6    0.000    0.000    0.000    0.000 traceable_stack.py:131(copy)
        4    0.000    0.000    0.000    0.000 object_identity.py:186(__contains__)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2889(_graph_rewrites)
        3    0.000    0.000    0.000    0.000 variable_scope.py:1433(get_variable_scope)
        6    0.000    0.000    0.000    0.000 cache.py:92(_get_key)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
        7    0.000    0.000    0.000    0.000 decoder.py:274(InnerDecode)
        3    0.000    0.000    0.000    0.000 tf_inspect.py:390(ismethod)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:3035(map_dataset)
        6    0.000    0.000    0.000    0.000 ag_ctx.py:35(control_status_ctx)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        3    0.000    0.000    0.000    0.000 object_identity.py:131(__getitem__)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3581(_parse_args)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        8    0.000    0.000    0.000    0.000 context.py:823(_set_device)
        3    0.000    0.000    0.000    0.000 execute.py:201(make_shape)
        2    0.000    0.000    0.000    0.000 base_layer.py:2690(_obj_reference_counts)
        8    0.000    0.000    0.000    0.000 containers.py:613(__contains__)
        6    0.000    0.000    0.000    0.000 structure.py:321(reduce_fn)
        5    0.000    0.000    0.000    0.000 structure.py:355(to_tensor_list)
        5    0.000    0.000    0.000    0.000 array_ops.py:1489(_autopacking_conversion_function)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:52(_wrapfunc)
        1    0.000    0.000    0.000    0.000 context.py:645(sync_executors)
