%prun bulk_NN()

         105169 function calls (101140 primitive calls) in 0.083 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       36    0.000    0.000    0.000    0.000 ops.py:4275(_colocate_with_for_gradient)
       45    0.000    0.000    0.000    0.000 functional.py:776(<setcomp>)
       19    0.000    0.000    0.000    0.000 sequential.py:144(layers)
       49    0.000    0.000    0.000    0.000 nest.py:635(<listcomp>)
      100    0.000    0.000    0.000    0.000 traceable_stack.py:127(__len__)
      114    0.000    0.000    0.000    0.000 ops.py:3039(_variable_creator_stack)
        8    0.000    0.000    0.004    0.001 math_ops.py:3594(sigmoid)
        1    0.000    0.000    0.002    0.002 training.py:246(__init__)
        9    0.000    0.000    0.000    0.000 tensor_util.py:1017(shape_tensor)
       18    0.000    0.000    0.022    0.001 resource_variable_ops.py:1317(_dense_var_to_tensor)
       18    0.000    0.000    0.000    0.000 base_layer_utils.py:281(needs_keras_history)
      128    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
      114    0.000    0.000    0.000    0.000 ops.py:5133(_auto_cast_variable_read_dtype)
        9    0.000    0.000    0.001    0.000 init_ops_v2.py:118(__call__)
        9    0.000    0.000    0.000    0.000 functional.py:623(_validate_graph_inputs_and_outputs)
       64    0.000    0.000    0.000    0.000 containers.py:559(__init__)
       27    0.000    0.000    0.000    0.000 tf_inspect.py:365(isclass)
       64    0.000    0.000    0.000    0.000 lock_util.py:123(__enter__)
       36    0.000    0.000    0.000    0.000 object_identity.py:192(add)
       59    0.000    0.000    0.000    0.000 weakref.py:395(__setitem__)
       46    0.000    0.000    0.000    0.000 backprop.py:170(_must_record_gradient)
       54    0.000    0.000    0.000    0.000 dtypes.py:205(__ne__)
        8    0.000    0.000    0.004    0.000 gen_math_ops.py:8902(sigmoid)
       10    0.000    0.000    0.000    0.000 generic_utils.py:745(to_snake_case)
       53    0.000    0.000    0.001    0.000 constant_op.py:166(constant)
       18    0.000    0.000    0.021    0.001 resource_variable_ops.py:646(read_and_set_handle)
        9    0.000    0.000    0.000    0.000 base_layer.py:2312(_maybe_cast_inputs)
       53    0.000    0.000    0.000    0.000 constant_op.py:298(_constant_eager_impl)
       35    0.000    0.000    0.000    0.000 base_layer_utils.py:754(v2_dtype_behavior_enabled)
      109    0.000    0.000    0.000    0.000 ops.py:796(_as_tf_output)
       12    0.000    0.000    0.000    0.000 base_layer.py:2409(_init_set_name)
       24    0.000    0.000    0.000    0.000 gen_resource_variable_ops.py:1264(var_is_initialized_op)
       18    0.000    0.000    0.000    0.000 base_layer.py:2835(_gather_children_attribute)
       12    0.000    0.000    0.000    0.000 base_layer.py:2916(_call_fn_arg_defaults)
       74    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        9    0.000    0.000    0.062    0.007 base_layer.py:875(__call__)
      128    0.000    0.000    0.000    0.000 ops.py:3043(_check_not_finalized)
       18    0.000    0.000    0.000    0.000 custom_gradient.py:75(<listcomp>)
        9    0.000    0.000    0.000    0.000 base_layer.py:2457(_set_mask_metadata)
       64    0.000    0.000    0.000    0.000 containers.py:625(__len__)
      138    0.000    0.000    0.000    0.000 ops.py:3354(building_function)
        9    0.000    0.000    0.000    0.000 init_ops_v2.py:506(__init__)
       19    0.000    0.000    0.000    0.000 execute.py:191(make_type)
       18    0.000    0.000    0.000    0.000 func_graph.py:669(add_capture)
       47    0.000    0.000    0.000    0.000 func_graph.py:1057(<genexpr>)
       59    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       18    0.000    0.000    0.001    0.000 tf_utils.py:445(maybe_init_scope)
        9    0.000    0.000    0.000    0.000 ops.py:5744(executing_eagerly_outside_functions)
       63    0.000    0.000    0.000    0.000 control_flow_util.py:180(GetOutputContext)
       18    0.000    0.000    0.000    0.000 base_layer.py:1300(input_spec)
       18    0.000    0.000    0.000    0.000 __init__.py:38(populate_deserializable_objects)
       49    0.000    0.000    0.000    0.000 nest.py:631(<listcomp>)
       54    0.000    0.000    0.000    0.000 functional.py:821(_make_node_key)
       27    0.000    0.000    0.000    0.000 tensor_shape.py:252(is_compatible_with)
       11    0.000    0.000    0.000    0.000 policy.py:488(global_policy)
        1    0.000    0.000    0.002    0.002 input_layer.py:91(__init__)
       42    0.000    0.000    0.000    0.000 python_message.py:494(_GetIntegerEnumValue)
        9    0.000    0.000    0.000    0.000 functional.py:289(_set_output_names)
       11    0.000    0.000    0.000    0.000 constant_op.py:347(_tensor_shape_tensor_conversion_function)
       11    0.000    0.000    0.001    0.000 array_ops.py:2746(wrapped)
       37    0.000    0.000    0.000    0.000 base_layer.py:1213(dtype)
      178    0.000    0.000    0.000    0.000 tensor_shape.py:247(value)
       18    0.000    0.000    0.000    0.000 base_layer.py:2958(_dedup_weights)
       29    0.000    0.000    0.000    0.000 nest.py:203(_yield_sorted_items)
        9    0.000    0.000    0.000    0.000 sequential.py:504(_is_layer_name_unique)
      170    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       18    0.000    0.000    0.000    0.000 ops.py:4522(__init__)
       75    0.000    0.000    0.000    0.000 ops.py:421(shape)
       20    0.000    0.000    0.000    0.000 nest.py:461(_packed_nest_with_indices)
       82    0.000    0.000    0.000    0.000 ops.py:3148(_get_control_flow_context)
       24    0.000    0.000    0.000    0.000 gen_math_ops.py:5436(logical_not)
       18    0.000    0.000    0.000    0.000 __init__.py:138(deserialize)
       77    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      126    0.000    0.000    0.000    0.000 ops.py:392(op)
       24    0.000    0.000    0.000    0.000 gen_logging_ops.py:22(_assert)
       70    0.000    0.000    0.000    0.000 tensor_shape.py:1230(as_shape)
       18    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeVariableAccessed}
       18    0.000    0.000    0.000    0.000 custom_gradient.py:77(<listcomp>)
       54    0.000    0.000    0.000    0.000 object_identity.py:183(_wrap_key)
      128    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       18    0.000    0.000    0.000    0.000 base_layer_utils.py:541(is_subclassed)
       24    0.000    0.000    0.000    0.000 containers.py:285(<listcomp>)
       36    0.000    0.000    0.000    0.000 tape.py:177(record_operation)
        9    0.000    0.000    0.000    0.000 base_layer.py:3208(_in_functional_construction_mode)
       46    0.000    0.000    0.000    0.000 op_def_library.py:89(<listcomp>)
        4    0.000    0.000    0.000    0.000 resource_variable_ops.py:280(__del__)
       18    0.000    0.000    0.000    0.000 func_graph.py:321(control_dependencies)
       18    0.000    0.000    0.000    0.000 custom_gradient.py:78(<listcomp>)
       43    0.000    0.000    0.000    0.000 python_message.py:276(_IsMapField)
       64    0.000    0.000    0.000    0.000 lock_util.py:119(__init__)
       92    0.000    0.000    0.000    0.000 op_def_library.py:235(_MaybeColocateWith)
       20    0.000    0.000    0.000    0.000 re.py:203(sub)
        1    0.000    0.000    0.005    0.005 training.py:462(compile)
       33    0.000    0.000    0.000    0.000 ops.py:6625(_restore_name_scope)
       24    0.000    0.000    0.000    0.000 containers.py:290(MergeFrom)
       20    0.000    0.000    0.000    0.000 re.py:325(_subx)
      111    0.000    0.000    0.000    0.000 traceable_stack.py:121(<genexpr>)
       10    0.000    0.000    0.000    0.000 backend.py:708(get_default_graph_uid_map)
       23    0.000    0.000    0.000    0.000 optimizer_v2.py:721(__setattr__)
       41    0.000    0.000    0.000    0.000 base.py:677(_lookup_dependency)
        4    0.000    0.000    0.002    0.000 variable_scope.py:2616(default_variable_creator_v2)
       20    0.000    0.000    0.000    0.000 backend.py:639(get_graph)
        1    0.000    0.000    0.000    0.000 functional.py:308(_layer_checkpoint_dependencies)
        9    0.000    0.000    0.001    0.000 gen_math_ops.py:313(add)
        9    0.000    0.000    0.001    0.000 math_ops.py:1450(_mul_dispatch)
       18    0.000    0.000    0.000    0.000 ops.py:4592(_pop_control_dependencies_controller)
       36    0.000    0.000    0.000    0.000 encoder.py:677(EncodeField)
       11    0.000    0.000    0.000    0.000 array_ops.py:200(fill)
        1    0.000    0.000    0.083    0.083 {built-in method builtins.exec}
       64    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
       27    0.000    0.000    0.000    0.000 object_identity.py:186(__contains__)
      128    0.000    0.000    0.000    0.000 api_implementation.py:157(IsPythonDefaultSerializationDeterministic)
        9    0.000    0.000    0.000    0.000 base_layer.py:2495(_get_input_masks)
       20    0.000    0.000    0.000    0.000 base.py:763(_preload_simple_restoration)
        9    0.000    0.000    0.008    0.001 init_ops_v2.py:1037(random_uniform)
      128    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       36    0.000    0.000    0.000    0.000 tensor_shape.py:704(as_dimension)
        9    0.000    0.000    0.000    0.000 base_layer.py:2395(_name_scope)
       10    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsNamedtuple}
      126    0.000    0.000    0.000    0.000 ops.py:2036(_get_control_flow_context)
      170    0.000    0.000    0.000    0.000 inspect.py:2551(kind)
        9    0.000    0.000    0.004    0.000 gen_random_ops.py:694(random_uniform)
        9    0.000    0.000    0.000    0.000 training_utils.py:1946(get_static_batch_size)
       11    0.000    0.000    0.000    0.000 gen_array_ops.py:3356(fill)
       20    0.000    0.000    0.000    0.000 re.py:289(_compile)
        2    0.000    0.000    0.001    0.001 metrics.py:279(add_weight)
       85    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
    39/26    0.000    0.000    0.002    0.000 version_utils.py:109(<genexpr>)
       66    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       22    0.000    0.000    0.000    0.000 context.py:2006(eager_mode)
       20    0.000    0.000    0.000    0.000 tensor_util.py:1036(maybe_set_static_shape)
       79    0.000    0.000    0.000    0.000 policy.py:392(variable_dtype)
      165    0.000    0.000    0.000    0.000 inspect.py:2543(default)
       46    0.000    0.000    0.000    0.000 op_def_registry.py:34(get)
       18    0.000    0.000    0.022    0.001 resource_variable_ops.py:1908(_dense_var_to_tensor)
      170    0.000    0.000    0.000    0.000 inspect.py:2547(annotation)
       36    0.000    0.000    0.000    0.000 ops.py:5087(_control_dependencies_stack)
        9    0.000    0.000    0.000    0.000 base_layer_utils.py:508(__enter__)
       10    0.000    0.000    0.000    0.000 training_utils.py:1912(get_input_shape_and_dtype)
       29    0.000    0.000    0.000    0.000 nest.py:198(_yield_value)
       46    0.000    0.000    0.000    0.000 op_def_library.py:46(_AttrValue)
        9    0.000    0.000    0.008    0.001 initializers_v2.py:387(__call__)
        9    0.000    0.000    0.001    0.000 initializers_v2.py:127(__call__)
       36    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       37    0.000    0.000    0.000    0.000 tensor_shape.py:838(ndims)
       18    0.000    0.000    0.000    0.000 distribution_strategy_context.py:215(get_strategy_and_replica_context)
       12    0.000    0.000    0.001    0.000 base_layer.py:2907(_call_fn_args)
       22    0.000    0.000    0.000    0.000 tensor_conversion_registry.py:50(_default_conversion_function)
        9    0.000    0.000    0.000    0.000 base_layer_utils.py:164(have_all_keras_metadata)
        9    0.000    0.000    0.000    0.000 gen_math_ops.py:10432(sub)
       24    0.000    0.000    0.000    0.000 tensor_shape.py:843(__len__)
        9    0.000    0.000    0.000    0.000 __init__.py:540(__init__)
       12    0.000    0.000    0.000    0.000 loss_scale.py:421(get)
        9    0.000    0.000    0.000    0.000 functional.py:947(_build_map)
      104    0.000    0.000    0.000    0.000 ops.py:167(__init__)
       18    0.000    0.000    0.000    0.000 ops.py:4646(control_dependencies)
        1    0.000    0.000    0.001    0.001 backend.py:1141(placeholder)
       62    0.000    0.000    0.000    0.000 tf2.py:42(enabled)
        9    0.000    0.000    0.001    0.000 gen_math_ops.py:6142(mul)
       18    0.000    0.000    0.000    0.000 resource_variable_ops.py:317(_maybe_set_handle_data)
       12    0.000    0.000    0.001    0.000 base_layer.py:2900(_call_full_argspec)
       18    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherVariableAccessed}
       20    0.000    0.000    0.000    0.000 policy.py:433(should_cast_variables)
       18    0.000    0.000    0.000    0.000 ops.py:4579(add_op)
        9    0.000    0.000    0.000    0.000 ops.py:5175(__init__)
        9    0.000    0.000    0.000    0.000 base_layer.py:2340(_should_cast_single_input)
      104    0.000    0.000    0.000    0.000 ops.py:173(__exit__)
        9    0.000    0.000    0.000    0.000 ops.py:6013(get_name_scope)
        1    0.000    0.000    0.001    0.001 gen_array_ops.py:6768(placeholder)
        9    0.000    0.000    0.000    0.000 functional.py:658(<listcomp>)
        9    0.000    0.000    0.000    0.000 initializers_v2.py:521(__init__)
        2    0.000    0.000    0.000    0.000 base_layer.py:2673(_get_trainable_state)
        9    0.000    0.000    0.000    0.000 activations.py:495(get)
        9    0.000    0.000    0.000    0.000 array_ops.py:1479(_should_not_autopack)
       70    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        4    0.000    0.000    0.002    0.000 variables.py:223(_variable_v2_call)
        9    0.000    0.000    0.000    0.000 random_seed.py:41(get_seed)
      118    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       18    0.000    0.000    0.000    0.000 object_identity.py:220(_wrap_key)
        9    0.000    0.000    0.000    0.000 functional.py:938(<listcomp>)
       18    0.000    0.000    0.000    0.000 tf_utils.py:434(<listcomp>)
       18    0.000    0.000    0.000    0.000 tf_utils.py:420(assert_no_legacy_layers)
       57    0.000    0.000    0.000    0.000 context.py:813(device_name)
       98    0.000    0.000    0.000    0.000 message_listener.py:77(Modified)
       53    0.000    0.000    0.000    0.000 context.py:749(_handle)
       30    0.000    0.000    0.000    0.000 distribution_strategy_context.py:337(_get_default_replica_mode)
       11    0.000    0.000    0.000    0.000 base_layer.py:1228(supports_masking)
       57    0.000    0.000    0.000    0.000 context.py:514(ensure_initialized)
       20    0.000    0.000    0.000    0.000 nest.py:96(_sorted)
        9    0.000    0.000    0.000    0.000 base_layer.py:2578(_get_node_attribute_at_index)
        9    0.000    0.000    0.039    0.004 core.py:1192(call)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge1}
       27    0.000    0.000    0.000    0.000 base_layer_utils.py:399(call_context)
       18    0.000    0.000    0.000    0.000 functional.py:768(<genexpr>)
        9    0.000    0.000    0.000    0.000 base_layer.py:1311(trainable_weights)
       20    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsMutableMapping}
       54    0.000    0.000    0.000    0.000 object_identity.py:175(<genexpr>)
       24    0.000    0.000    0.000    0.000 resource_variable_ops.py:84(_set_handle_shapes_and_types)
        9    0.000    0.000    0.000    0.000 math_ops.py:524(subtract)
        9    0.000    0.000    0.000    0.000 activations.py:457(deserialize)
        9    0.000    0.000    0.000    0.000 base_layer_utils.py:441(enter)
       18    0.000    0.000    0.000    0.000 initializers_v2.py:747(_get_dtype)
       54    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       18    0.000    0.000    0.000    0.000 layer_utils.py:234(filter_empty_layer_containers)
        9    0.000    0.000    0.000    0.000 training.py:2401(_set_save_spec)
       20    0.000    0.000    0.000    0.000 backend.py:976(track_variable)
       18    0.000    0.000    0.000    0.000 ops.py:4589(_push_control_dependencies_controller)
       18    0.000    0.000    0.000    0.000 func_graph.py:427(outer_graph)
       10    0.000    0.000    0.000    0.000 training_utils.py:1926(_is_graph_model)
        9    0.000    0.000    0.000    0.000 init_ops.py:1401(_compute_fans)
       77    0.000    0.000    0.000    0.000 inspect.py:2861(return_annotation)
      104    0.000    0.000    0.000    0.000 ops.py:170(__enter__)
       64    0.000    0.000    0.000    0.000 ops.py:5061(<dictcomp>)
        8    0.000    0.000    0.004    0.001 activations.py:327(sigmoid)
        1    0.000    0.000    0.000    0.000 gen_nn_ops.py:10782(softmax)
       11    0.000    0.000    0.000    0.000 tensor_shape.py:1166(is_fully_defined)
       36    0.000    0.000    0.000    0.000 traceable_stack.py:83(__init__)
        9    0.000    0.000    0.000    0.000 base_layer.py:418(build)
        9    0.000    0.000    0.000    0.000 tf_utils.py:192(get_shapes)
       36    0.000    0.000    0.000    0.000 base_layer_utils.py:302(<genexpr>)
       64    0.000    0.000    0.000    0.000 ops.py:2307(outputs)
        9    0.000    0.000    0.000    0.000 ops.py:5185(__enter__)
        9    0.000    0.000    0.000    0.000 execute.py:177(make_str)
       18    0.000    0.000    0.000    0.000 ops.py:5314(colocate_with)
       18    0.000    0.000    0.000    0.000 base_layer.py:1000(<genexpr>)
       36    0.000    0.000    0.000    0.000 ops.py:5066(_colocation_stack)
       27    0.000    0.000    0.000    0.000 array_ops.py:1485(<genexpr>)
        9    0.000    0.000    0.000    0.000 backend.py:360(global_learning_phase_is_set)
       12    0.000    0.000    0.000    0.000 loss_scale.py:46(get)
       18    0.000    0.000    0.000    0.000 ops.py:3868(_get_op_def)
        9    0.000    0.000    0.000    0.000 base_layer.py:1232(dynamic)
        9    0.000    0.000    0.000    0.000 base_layer.py:1326(non_trainable_weights)
       13    0.000    0.000    0.000    0.000 version_utils.py:84(should_use_v2)
       77    0.000    0.000    0.000    0.000 inspect.py:2857(parameters)
       45    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
       27    0.000    0.000    0.000    0.000 tensor_shape.py:97(dimension_value)
       50    0.000    0.000    0.000    0.000 tensor_shape.py:826(dims)
       45    0.000    0.000    0.000    0.000 base_layer.py:2821(<genexpr>)
        9    0.000    0.000    0.000    0.000 init_ops_v2.py:997(_assert_float_dtype)
        3    0.000    0.000    0.001    0.000 deprecation.py:473(new_func)
       50    0.000    0.000    0.000    0.000 regularizers.py:360(get)
        1    0.000    0.000    0.001    0.001 training.py:312(_init_batch_counters)
       18    0.000    0.000    0.000    0.000 base_layer.py:3218(<genexpr>)
        9    0.000    0.000    0.000    0.000 encoder.py:724(EncodeField)
        6    0.000    0.000    0.000    0.000 tensor_conversion_registry.py:135(<genexpr>)
        9    0.000    0.000    0.000    0.000 op_def_library.py:159(_MakeStr)
       18    0.000    0.000    0.000    0.000 encoder.py:268(FieldSize)
       18    0.000    0.000    0.000    0.000 input_spec.py:75(<dictcomp>)
        1    0.000    0.000    0.000    0.000 optimizers.py:835(deserialize)
       41    0.000    0.000    0.000    0.000 base.py:662(_deferred_dependencies)
       24    0.000    0.000    0.000    0.000 context.py:1980(shared_name)
        1    0.000    0.000    0.000    0.000 tf_inspect.py:260(getcallargs)
        9    0.000    0.000    0.000    0.000 base_layer_utils.py:524(__exit__)
        9    0.000    0.000    0.000    0.000 base_layer.py:1347(weights)
        9    0.000    0.000    0.001    0.000 math_ops.py:463(multiply)
        1    0.000    0.000    0.002    0.002 metrics.py:162(__new__)
       18    0.000    0.000    0.000    0.000 base_layer.py:1235(<genexpr>)
        9    0.000    0.000    0.000    0.000 init_ops_v2.py:1020(__init__)
        9    0.000    0.000    0.000    0.000 array_ops.py:1489(_autopacking_conversion_function)
        9    0.000    0.000    0.000    0.000 backend.py:887(name_scope)
       18    0.000    0.000    0.000    0.000 base_layer.py:2843(<genexpr>)
       15    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
       13    0.000    0.000    0.000    0.000 tensor_shape.py:1180(as_list)
       54    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       18    0.000    0.000    0.000    0.000 base_layer.py:1265(input_spec)
       36    0.000    0.000    0.000    0.000 ops.py:3156(_set_control_flow_context)
        1    0.000    0.000    0.001    0.001 array_ops.py:3058(placeholder)
        9    0.000    0.000    0.000    0.000 base_layer.py:2070(input)
       53    0.000    0.000    0.000    0.000 policy.py:406(compute_dtype)
        1    0.000    0.000    0.002    0.002 input_layer.py:210(Input)
       27    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 optimizer_v2.py:276(__init__)
       46    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 compile_utils.py:110(__init__)
       33    0.000    0.000    0.000    0.000 context.py:803(scope_name)
        4    0.000    0.000    0.000    0.000 context.py:1738(__enter__)
       18    0.000    0.000    0.000    0.000 ops.py:4258(get_name_scope)
       18    0.000    0.000    0.000    0.000 op_def_library.py:166(_MakeBool)
       36    0.000    0.000    0.000    0.000 tensor_shape.py:790(_v2_behavior)
        4    0.000    0.000    0.002    0.000 variables.py:237(<lambda>)
       54    0.000    0.000    0.000    0.000 __init__.py:554(__missing__)
       18    0.000    0.000    0.000    0.000 base_layer_utils.py:165(<genexpr>)
        1    0.000    0.000    0.001    0.001 metrics.py:326(__init__)
        1    0.000    0.000    0.000    0.000 training.py:2472(_validate_compile)
       38    0.000    0.000    0.000    0.000 resource_variable_ops.py:588(trainable)
       54    0.000    0.000    0.000    0.000 functional.py:905(<lambda>)
       20    0.000    0.000    0.000    0.000 tensor_shape.py:1169(<genexpr>)
        9    0.000    0.000    0.000    0.000 tensor_util.py:986(is_tensor)
       11    0.000    0.000    0.000    0.000 base_layer.py:2937(_call_accepts_kwargs)
       10    0.000    0.000    0.000    0.000 node.py:115(<listcomp>)
      2/1    0.000    0.000    0.000    0.000 layer_utils.py:33(get_source_inputs)
       10    0.000    0.000    0.000    0.000 nest.py:104(_is_namedtuple)
        3    0.000    0.000    0.001    0.000 distribute_lib.py:2855(creator)
       10    0.000    0.000    0.000    0.000 node.py:116(<listcomp>)
        9    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        2    0.000    0.000    0.000    0.000 monitoring.py:136(get_cell)
       18    0.000    0.000    0.000    0.000 base_layer.py:2468(<genexpr>)
        9    0.000    0.000    0.000    0.000 tf_utils.py:339(is_symbolic_tensor)
       18    0.000    0.000    0.000    0.000 execute.py:184(make_bool)
       29    0.000    0.000    0.000    0.000 keras_tensor.py:43(keras_tensors_enabled)
       13    0.000    0.000    0.000    0.000 generic_utils.py:772(validate_kwargs)
       54    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       13    0.000    0.000    0.000    0.000 tensor_shape.py:1191(<listcomp>)
        9    0.000    0.000    0.000    0.000 functional.py:626(<setcomp>)
        9    0.000    0.000    0.000    0.000 ops.py:5193(__exit__)
        9    0.000    0.000    0.000    0.000 functional.py:149(<lambda>)
        3    0.000    0.000    0.001    0.000 variables.py:66(getter)
        9    0.000    0.000    0.000    0.000 nn_ops.py:3294(_tf_deterministic_ops)
        4    0.000    0.000    0.000    0.000 context.py:827(device)
        2    0.000    0.000    0.000    0.000 monitoring.py:335(get_cell)
       38    0.000    0.000    0.000    0.000 constraints.py:299(get)
       12    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       11    0.000    0.000    0.000    0.000 policy.py:517(policy_defaults_to_floatx)
       47    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsCompositeTensor}
        9    0.000    0.000    0.000    0.000 constant_op.py:335(_constant_tensor_conversion_function)
        1    0.000    0.000    0.000    0.000 functional.py:340(_lookup_dependency)
       30    0.000    0.000    0.000    0.000 base_layer.py:1246(trainable)
       18    0.000    0.000    0.000    0.000 distribute_lib.py:771(extended)
       18    0.000    0.000    0.000    0.000 functional.py:141(<genexpr>)
        1    0.000    0.000    0.000    0.000 adam.py:107(__init__)
       10    0.000    0.000    0.000    0.000 <string>:1(__new__)
        4    0.000    0.000    0.000    0.000 context.py:1772(__exit__)
        1    0.000    0.000    0.000    0.000 util.py:1354(saver_with_op_caching)
       36    0.000    0.000    0.000    0.000 encoder.py:203(FieldSize)
       15    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
        9    0.000    0.000    0.000    0.000 base_layer_utils.py:503(__init__)
        1    0.000    0.000    0.000    0.000 version_utils.py:54(__new__)
        1    0.000    0.000    0.001    0.001 training.py:237(__new__)
        9    0.000    0.000    0.000    0.000 distribution_strategy_context.py:179(get_strategy)
       18    0.000    0.000    0.000    0.000 base_layer.py:2629(<genexpr>)
       10    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsTypeSpec}
        1    0.000    0.000    0.002    0.002 sequential.py:107(__init__)
        2    0.000    0.000    0.000    0.000 training.py:569(_reset_compile_cache)
        6    0.000    0.000    0.000    0.000 distribution_strategy_context.py:199(has_strategy)
       10    0.000    0.000    0.000    0.000 ops.py:452(<listcomp>)
        9    0.000    0.000    0.000    0.000 base_layer.py:2442(_handle_activity_regularization)
        9    0.000    0.000    0.000    0.000 base_layer.py:2505(<listcomp>)
        9    0.000    0.000    0.000    0.000 base_layer.py:2968(_split_out_first_arg)
       10    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsMappingView}
        4    0.000    0.000    0.000    0.000 ops.py:5202(device)
       12    0.000    0.000    0.000    0.000 generic_utils.py:792(is_default)
        1    0.000    0.000    0.000    0.000 optimizers.py:872(get)
       18    0.000    0.000    0.000    0.000 tf_decorator.py:262(decorated_target)
       18    0.000    0.000    0.000    0.000 resource_variable_ops.py:498(dtype)
       20    0.000    0.000    0.000    0.000 tensor_shape.py:849(__bool__)
        9    0.000    0.000    0.000    0.000 base_layer_utils.py:475(training)
       10    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsAttrs}
       18    0.000    0.000    0.000    0.000 ops.py:4575(control_inputs)
        4    0.000    0.000    0.000    0.000 gen_resource_variable_ops.py:225(destroy_resource_op)
        4    0.000    0.000    0.000    0.000 context.py:2016(device)
       10    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsMapping}
        9    0.000    0.000    0.000    0.000 context.py:1841(global_seed)
        9    0.000    0.000    0.000    0.000 tf_utils.py:194(<lambda>)
        1    0.000    0.000    0.000    0.000 metrics.py:153(__init__)
        4    0.000    0.000    0.000    0.000 optimizer_v2.py:656(_set_hyper)
        2    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
        2    0.000    0.000    0.000    0.000 monitoring.py:303(set)
       18    0.000    0.000    0.000    0.000 ops.py:6769(_op_to_colocate_with)
        1    0.000    0.000    0.000    0.000 tensor_spec.py:39(__init__)
       10    0.000    0.000    0.000    0.000 node.py:215(input_tensors)
       11    0.000    0.000    0.000    0.000 backend_config.py:67(floatx)
        9    0.000    0.000    0.000    0.000 node.py:276(is_keras_tensor)
        9    0.000    0.000    0.000    0.000 __init__.py:608(update)
       18    0.000    0.000    0.000    0.000 ops.py:4634(<genexpr>)
       18    0.000    0.000    0.000    0.000 base_layer.py:2515(_call_arg_was_passed)
        1    0.000    0.000    0.000    0.000 training.py:560(_get_single_optimizer)
        1    0.000    0.000    0.000    0.000 training.py:578(_configure_steps_per_execution)
        2    0.000    0.000    0.000    0.000 ops.py:2979(_variable_creator_scope)
        1    0.000    0.000    0.000    0.000 nn_ops.py:3520(_softmax)
        1    0.000    0.000    0.000    0.000 nn_ops.py:3599(softmax)
        8    0.000    0.000    0.000    0.000 context.py:823(_set_device)
       12    0.000    0.000    0.000    0.000 policy.py:453(name)
        9    0.000    0.000    0.000    0.000 base_layer.py:853(compute_mask)
       18    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       18    0.000    0.000    0.000    0.000 base_layer.py:2506(<genexpr>)
        1    0.000    0.000    0.000    0.000 generic_utils.py:283(class_and_config_for_serialized_keras_object)
        1    0.000    0.000    0.001    0.001 activations.py:44(softmax)
        4    0.000    0.000    0.000    0.000 weakref.py:345(remove)
        1    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        4    0.000    0.000    0.000    0.000 context.py:1831(ensure_initialized)
