model = bulk_NN()
%prun predict(model,x_tst)

         147915 function calls (143274 primitive calls) in 0.181 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       64    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        8    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphGetOpDef}
       86    0.000    0.000    0.000    0.000 function.py:2840(input_signature)
       11    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       32    0.000    0.000    0.000    0.000 function.py:1844(<listcomp>)
    43/31    0.000    0.000    0.034    0.001 dispatch.py:198(wrapper)
       19    0.000    0.000    0.000    0.000 func_graph.py:265(watch_variable)
      126    0.000    0.000    0.000    0.000 ops.py:5101(_distribution_strategy_stack)
       64    0.000    0.000    0.000    0.000 def_function.py:752(_get_tracing_count)
       58    0.000    0.000    0.000    0.000 backprop.py:170(_must_record_gradient)
       52    0.000    0.000    0.000    0.000 containers.py:290(MergeFrom)
       87    0.000    0.000    0.000    0.000 ops.py:2801(name_from_scope_name)
      211    0.000    0.000    0.000    0.000 object_identity.py:175(<genexpr>)
       28    0.000    0.000    0.000    0.000 encoder.py:134(PackedFieldSize)
       95    0.000    0.000    0.000    0.000 containers.py:625(__len__)
       77    0.000    0.000    0.000    0.000 errors_impl.py:117(__str__)
       19    0.000    0.000    0.000    0.000 ops.py:5291(_colocate_with_for_gradient)
       77    0.000    0.000    0.000    0.000 {method 'throw' of 'generator' objects}
       13    0.000    0.000    0.000    0.000 options.py:89(merge_options)
      272    0.000    0.000    0.000    0.000 context.py:1718(context_switches)
       40    0.000    0.000    0.000    0.000 tensor_shape.py:1198(<listcomp>)
        3    0.000    0.000    0.000    0.000 structure.py:70(normalize_element)
       90    0.000    0.000    0.000    0.000 ops.py:421(shape)
       14    0.000    0.000    0.000    0.000 containers.py:271(extend)
       32    0.000    0.000    0.000    0.000 structure.py:257(get_flat_tensor_specs)
       49    0.000    0.000    0.000    0.000 context.py:2006(eager_mode)
      222    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       99    0.000    0.000    0.000    0.000 ops.py:5035(_device_function_stack)
       33    0.000    0.000    0.000    0.000 data_adapter.py:1184(steps)
        8    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.AssertSameStructure}
        3    0.000    0.000    0.030    0.010 function.py:2870(_get_concrete_function_garbage_collected)
       14    0.000    0.000    0.000    0.000 base.py:854(_handle_deferred_dependencies)
      271    0.000    0.000    0.000    0.000 ops.py:2036(_get_control_flow_context)
       40    0.000    0.000    0.000    0.000 type_spec.py:262(_flat_tensor_specs)
       20    0.000    0.000    0.019    0.001 resource_variable_ops.py:646(read_and_set_handle)
       14    0.000    0.000    0.000    0.000 encoder.py:446(EncodePackedField)
       20    0.000    0.000    0.012    0.001 python_message.py:1135(MergeFromString)
       73    0.000    0.000    0.000    0.000 dtypes.py:205(__ne__)
      126    0.000    0.000    0.000    0.000 ops.py:3039(_variable_creator_stack)
        5    0.000    0.000    0.000    0.000 func_graph.py:82(encode_arg)
       34    0.000    0.000    0.000    0.000 tf_decorator.py:200(unwrap)
       32    0.000    0.000    0.000    0.000 nest.py:1225(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
       88    0.000    0.000    0.000    0.000 control_flow_util.py:180(GetOutputContext)
       37    0.000    0.000    0.000    0.000 type_checkers.py:129(CheckValue)
        9    0.000    0.000    0.000    0.000 tf_utils.py:484(get_tensor_spec)
       60    0.000    0.000    0.000    0.000 func_graph.py:1057(<genexpr>)
      137    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      183    0.000    0.000    0.000    0.000 ops.py:2307(outputs)
       69    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.033    0.033 data_adapter.py:254(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetAttr}
      114    0.000    0.000    0.000    0.000 ops.py:3148(_get_control_flow_context)
        5    0.000    0.000    0.000    0.000 function.py:2767(__init__)
       49    0.000    0.000    0.000    0.000 ops.py:1033(dtype)
       36    0.000    0.000    0.000    0.000 ops.py:4275(_colocate_with_for_gradient)
       31    0.000    0.000    0.000    0.000 type_spec.py:293(__eq__)
       49    0.000    0.000    0.000    0.000 tensor_shape.py:756(<listcomp>)
       18    0.000    0.000    0.020    0.001 resource_variable_ops.py:1317(_dense_var_to_tensor)
       32    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetPossibleGradientTypes}
       11    0.000    0.000    0.000    0.000 tensor_util.py:339(_is_array_like)
       10    0.000    0.000    0.000    0.000 inspect.py:2489(__init__)
       41    0.000    0.000    0.000    0.000 tensor_shape.py:1191(<listcomp>)
       62    0.000    0.000    0.000    0.000 tensor_shape.py:185(__init__)
      161    0.000    0.000    0.000    0.000 iterator_ops.py:885(_serialize)
       41    0.000    0.000    0.000    0.000 tensor_shape.py:1180(as_list)
       70    0.000    0.000    0.000    0.000 api.py:122(get_effective_source_map)
       20    0.000    0.000    0.000    0.000 func_graph.py:321(control_dependencies)
        1    0.000    0.000    0.034    0.034 data_adapter.py:1073(__init__)
       12    0.000    0.000    0.000    0.000 ops.py:3761(get_operations)
        7    0.000    0.000    0.000    0.000 inspect.py:2218(_signature_from_callable)
       19    0.000    0.000    0.000    0.000 object_identity.py:75(__init__)
      134    0.000    0.000    0.000    0.000 tensor_spec.py:68(dtype)
       10    0.000    0.000    0.000    0.000 base_layer.py:2457(_set_mask_metadata)
      216    0.000    0.000    0.000    0.000 message_listener.py:77(Modified)
       11    0.000    0.000    0.000    0.000 ops.py:6601(__enter__)
       75    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        8    0.000    0.000    0.004    0.001 math_ops.py:3594(sigmoid)
      196    0.000    0.000    0.000    0.000 api_implementation.py:157(IsPythonDefaultSerializationDeterministic)
       38    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       22    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeVariableAccessed}
       20    0.000    0.000    0.000    0.000 ops.py:4567(__exit__)
       65    0.000    0.000    0.000    0.000 nest.py:198(_yield_value)
       95    0.000    0.000    0.000    0.000 lock_util.py:119(__init__)
       20    0.000    0.000    0.000    0.000 execute.py:191(make_type)
       10    0.000    0.000    0.000    0.000 base_layer.py:3208(_in_functional_construction_mode)
      110    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       32    0.000    0.000    0.000    0.000 weakref.py:382(__getitem__)
      156    0.000    0.000    0.000    0.000 traceable_stack.py:121(<genexpr>)
        8    0.000    0.000    0.004    0.001 gen_math_ops.py:8902(sigmoid)
       30    0.000    0.000    0.000    0.000 api.py:343(_is_of_known_loaded_module)
       37    0.000    0.000    0.000    0.000 tape.py:177(record_operation)
       19    0.000    0.000    0.000    0.000 custom_gradient.py:78(<listcomp>)
      126    0.000    0.000    0.000    0.000 ops.py:5133(_auto_cast_variable_read_dtype)
       21    0.000    0.000    0.000    0.000 ops.py:5325(control_dependencies)
        6    0.000    0.000    0.000    0.000 function.py:2299(from_function_and_signature)
       27    0.000    0.000    0.004    0.000 nest.py:635(<listcomp>)
      196    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       47    0.000    0.000    0.000    0.000 python_message.py:494(_GetIntegerEnumValue)
       14    0.000    0.000    0.000    0.000 decoder.py:216(DecodePackedField)
       31    0.000    0.000    0.000    0.000 def_function.py:72(called_without_tracing)
       55    0.000    0.000    0.000    0.000 options.py:33(__init__)
       59    0.000    0.000    0.000    0.000 op_def_library.py:89(<listcomp>)
       19    0.000    0.000    0.000    0.000 custom_gradient.py:75(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
       23    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsNamedtuple}
       20    0.000    0.000    0.009    0.000 constant_op.py:166(constant)
      172    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       95    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
       12    0.000    0.000    0.000    0.000 ops.py:5639(init_scope)
       12    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       11    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        7    0.000    0.000    0.000    0.000 tf_inspect.py:238(getfullargspec)
       27    0.000    0.000    0.000    0.000 nest.py:631(<listcomp>)
       72    0.000    0.000    0.000    0.000 object_identity.py:63(__hash__)
       19    0.000    0.000    0.000    0.000 func_graph.py:669(add_capture)
        8    0.000    0.000    0.001    0.000 func_graph.py:69(convert_structure_to_signature)
      118    0.000    0.000    0.000    0.000 op_def_library.py:235(_MaybeColocateWith)
        6    0.000    0.000    0.000    0.000 ops.py:616(set_shape)
        7    0.000    0.000    0.000    0.000 inspect.py:2772(__init__)
        8    0.000    0.000    0.000    0.000 func_graph.py:1061(check_mutation)
        1    0.000    0.000    0.182    0.182 {built-in method builtins.exec}
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphSetTensorShape_wrapper}
       17    0.000    0.000    0.000    0.000 nest.py:157(pack_sequence_as)
       77    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       18    0.000    0.000    0.000    0.000 api.py:352(_is_known_loaded_type)
       32    0.000    0.000    0.000    0.000 nest.py:1234(<listcomp>)
       97    0.000    0.000    0.000    0.000 ops.py:2245(_add_control_inputs)
       20    0.000    0.000    0.000    0.000 ops.py:4522(__init__)
       10    0.000    0.000    0.000    0.000 tensor_util.py:186(GetFromNumpyDTypeDict)
       21    0.000    0.000    0.000    0.000 tensor_shape.py:866(__getitem__)
       35    0.000    0.000    0.000    0.000 structure.py:269(<lambda>)
       24    0.000    0.000    0.000    0.000 decoder.py:652(DecodeField)
       47    0.000    0.000    0.000    0.000 object_identity.py:183(_wrap_key)
       32    0.000    0.000    0.000    0.000 tape.py:220(could_possibly_record)
       60    0.000    0.000    0.000    0.000 tensor_shape.py:819(rank)
       23    0.000    0.000    0.000    0.000 object_identity.py:192(add)
        4    0.000    0.000    0.056    0.014 api.py:247(wrapper)
        1    0.000    0.000    0.017    0.017 dataset_ops.py:4119(__init__)
        9    0.000    0.000    0.000    0.000 base_layer.py:2312(_maybe_cast_inputs)
       20    0.000    0.000    0.012    0.001 message.py:193(ParseFromString)
       70    0.000    0.000    0.000    0.000 tf_stack.py:123(get_filtered_filenames)
       21    0.000    0.000    0.000    0.000 ops.py:4579(add_op)
        1    0.000    0.000    0.007    0.007 dataset_ops.py:4069(__init__)
       13    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
       69    0.000    0.000    0.000    0.000 object_identity.py:227(__iter__)
        1    0.000    0.000    0.008    0.008 dataset_ops.py:4031(__init__)
        6    0.000    0.000    0.002    0.000 array_ops.py:244(identity)
       19    0.000    0.000    0.000    0.000 custom_gradient.py:77(<listcomp>)
      145    0.000    0.000    0.000    0.000 tensor_shape.py:247(value)
       40    0.000    0.000    0.000    0.000 python_message.py:276(_IsMapField)
       38    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsSequenceForData}
        8    0.000    0.000    0.000    0.000 nest.py:1379(flatten_with_tuple_paths)
        6    0.000    0.000    0.000    0.000 tensor_util.py:132(<listcomp>)
        2    0.000    0.000    0.005    0.002 gen_array_ops.py:9211(_slice)
        5    0.000    0.000    0.001    0.000 function.py:3632(decorated)
       14    0.000    0.000    0.000    0.000 dataset_ops.py:3795(__init__)
       36    0.000    0.000    0.000    0.000 tensor_conversion_registry.py:114(get)
       40    0.000    0.000    0.000    0.000 iterator_ops.py:895(_to_components)
     10/2    0.000    0.000    0.000    0.000 training.py:322(__setattr__)
       92    0.000    0.000    0.000    0.000 function.py:2463(input_signature)
       10    0.000    0.000    0.000    0.000 base_layer.py:2395(_name_scope)
        4    0.000    0.000    0.000    0.000 api.py:157(tf_convert)
       54    0.000    0.000    0.000    0.000 context.py:514(ensure_initialized)
        4    0.000    0.000    0.000    0.000 structure.py:175(_from_tensor_list_helper)
       40    0.000    0.000    0.000    0.000 encoder.py:677(EncodeField)
       36    0.000    0.000    0.000    0.000 nest.py:96(_sorted)
       32    0.000    0.000    0.000    0.000 data_adapter.py:1232(should_sync)
       20    0.000    0.000    0.000    0.000 ops.py:4646(control_dependencies)
        5    0.000    0.000    0.000    0.000 threading.py:222(__init__)
       20    0.000    0.000    0.000    0.000 ops.py:4592(_pop_control_dependencies_controller)
       36    0.000    0.000    0.000    0.000 auto_control_deps_utils.py:105(<genexpr>)
       97    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       10    0.000    0.000    0.000    0.000 ops.py:5175(__init__)
       32    0.000    0.000    0.000    0.000 function.py:265(__init__)
      132    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 type_spec.py:555(_type_spec_from_value)
      8/6    0.000    0.000    0.000    0.000 options.py:37(__eq__)
       32    0.000    0.000    0.000    0.000 tensor_shape.py:1230(as_shape)
       42    0.000    0.000    0.000    0.000 func_graph.py:427(outer_graph)
        6    0.000    0.000    0.000    0.000 inspect_utils.py:82(isbuiltin)
       22    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherVariableAccessed}
        2    0.000    0.000    0.000    0.000 resource_variable_ops.py:341(__init__)
        4    0.000    0.000    0.012    0.003 function.py:597(__init__)
        3    0.000    0.000    0.015    0.005 dataset_ops.py:3292(_wrapper_helper)
       32    0.000    0.000    0.000    0.000 nest.py:1232(<listcomp>)
        6    0.000    0.000    0.002    0.000 gen_array_ops.py:3972(identity)
       10    0.000    0.000    0.000    0.000 base_layer.py:2495(_get_input_masks)
        9    0.000    0.000    0.000    0.000 base_layer.py:2985(_set_save_spec)
       32    0.000    0.000    0.000    0.000 context.py:1056(function_call_options)
        1    0.000    0.000    0.043    0.043 tmpri_3940l.py:9(tf__predict_function)
        6    0.000    0.000    0.000    0.000 tensor_shape.py:1074(is_compatible_with)
       78    0.000    0.000    0.000    0.000 iterator_ops.py:820(element_spec)
       32    0.000    0.000    0.000    0.000 nest.py:1137(<lambda>)
       23    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsCompositeTensor}
       55    0.000    0.000    0.000    0.000 op_def_library.py:46(_AttrValue)
       79    0.000    0.000    0.000    0.000 iterator_ops.py:878(__init__)
       18    0.000    0.000    0.020    0.001 resource_variable_ops.py:1908(_dense_var_to_tensor)
       37    0.000    0.000    0.000    0.000 ag_ctx.py:29(_control_ctx)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       20    0.000    0.000    0.000    0.000 resource_variable_ops.py:317(_maybe_set_handle_data)
        6    0.000    0.000    0.000    0.000 ops.py:2422(_set_attr)
       42    0.000    0.000    0.000    0.000 tf_decorator.py:114(_has_tf_decorator_attr)
        1    0.000    0.000    0.007    0.007 iterator_ops.py:700(_create_iterator)
       14    0.000    0.000    0.000    0.000 tracking.py:215(__init__)
        4    0.000    0.000    0.000    0.000 tensor_util.py:135(<listcomp>)
       44    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
       20    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GetBuffer}
       72    0.000    0.000    0.000    0.000 object_identity.py:35(__init__)
        1    0.000    0.000    0.000    0.000 base_layer.py:1560(_clear_losses)
       38    0.000    0.000    0.000    0.000 ops.py:5087(_control_dependencies_stack)
        5    0.000    0.000    0.000    0.000 function.py:2728(__init__)
        4    0.000    0.000    0.000    0.000 api.py:244(decorator)
       20    0.000    0.000    0.000    0.000 backend.py:639(get_graph)
       95    0.000    0.000    0.000    0.000 ops.py:5061(<dictcomp>)
       54    0.000    0.000    0.000    0.000 traceable_stack.py:83(__init__)
       32    0.000    0.000    0.000    0.000 callbacks.py:476(on_predict_batch_end)
       16    0.000    0.000    0.000    0.000 encoder.py:724(EncodeField)
       11    0.000    0.000    0.000    0.000 tensor_util.py:309(_AssertCompatible)
        7    0.000    0.000    0.000    0.000 nest.py:195(map_structure)
        6    0.000    0.000    0.000    0.000 containers.py:634(MergeFrom)
       33    0.000    0.000    0.000    0.000 function.py:2632(_is_ndarray)
       35    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsMutableMapping}
       22    0.000    0.000    0.000    0.000 distribution_strategy_context.py:215(get_strategy_and_replica_context)
        6    0.000    0.000    0.000    0.000 structure.py:299(_to_tensor_list_helper)
       24    0.000    0.000    0.000    0.000 ops.py:1160(shape)
       12    0.000    0.000    0.000    0.000 tape.py:150(stop_recording)
       49    0.000    0.000    0.000    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
        1    0.000    0.000    0.001    0.001 dataset_ops.py:2999(__init__)
       64    0.000    0.000    0.000    0.000 context.py:135(config_proto_serialized)
        3    0.000    0.000    0.007    0.002 iterator_ops.py:648(__init__)
        1    0.000    0.000    0.000    0.000 data_adapter.py:965(<listcomp>)
       24    0.000    0.000    0.000    0.000 base_layer.py:1235(<genexpr>)
       16    0.000    0.000    0.000    0.000 structure.py:273(get_flat_tensor_shapes)
        6    0.000    0.000    0.000    0.000 tensor_util.py:131(SlowAppendIntArrayToTensorProto)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:3552(__init__)
      107    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 dataset_ops.py:528(_flat_shapes)
        5    0.000    0.000    0.000    0.000 threading.py:81(RLock)
       27    0.000    0.000    0.000    0.000 decoder.py:274(InnerDecode)
        8    0.000    0.000    0.000    0.000 tf_logging.py:210(vlog)
       10    0.000    0.000    0.000    0.000 base_layer_utils.py:490(in_keras_graph)
        2    0.000    0.000    0.001    0.001 dataset_ops.py:2980(__init__)
       36    0.000    0.000    0.000    0.000 api.py:518(<genexpr>)
       23    0.000    0.000    0.000    0.000 object_identity.py:186(__contains__)
    16/11    0.000    0.000    0.000    0.000 tensor_util.py:219(_GetDenseDimensions)
        1    0.000    0.000    0.003    0.003 math_ops.py:1731(range)
       31    0.000    0.000    0.000    0.000 training.py:1609(<lambda>)
       11    0.000    0.000    0.000    0.000 ops.py:6635(__exit__)
       95    0.000    0.000    0.000    0.000 control_flow_util.py:191(GetContainingWhileContext)
       19    0.000    0.000    0.000    0.000 object_identity.py:220(_wrap_key)
        1    0.000    0.000    0.001    0.001 dataset_ops.py:3504(__init__)
       10    0.000    0.000    0.000    0.000 base_layer_utils.py:508(__enter__)
       25    0.000    0.000    0.000    0.000 ops.py:3972(get_collection_ref)
       15    0.000    0.000    0.000    0.000 tensor_shape.py:704(as_dimension)
        9    0.000    0.000    0.000    0.000 base_layer.py:2340(_should_cast_single_input)
       50    0.000    0.000    0.000    0.000 context.py:813(device_name)
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewBufferFromString}
       10    0.000    0.000    0.000    0.000 tensor_util.py:194(GetNumpyAppendFn)
        4    0.000    0.000    0.002    0.000 auto_control_deps.py:182(mark_as_return)
        5    0.000    0.000    0.000    0.000 context.py:1738(__enter__)
      5/4    0.000    0.000    0.058    0.014 api.py:330(_call_unconverted)
       24    0.000    0.000    0.000    0.000 tensor_shape.py:843(__len__)
        6    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
       45    0.000    0.000    0.000    0.000 context.py:749(_handle)
       32    0.000    0.000    0.000    0.000 trace.py:52(__init__)
        1    0.000    0.000    0.000    0.000 resource_variable_ops.py:838(assign)
       13    0.000    0.000    0.000    0.000 ag_logging.py:114(get_verbosity)
        8    0.000    0.000    0.000    0.000 ops.py:2979(_variable_creator_scope)
       13    0.000    0.000    0.000    0.000 dataset_ops.py:2927(merge)
       77    0.000    0.000    0.000    0.000 errors_impl.py:86(message)
        9    0.000    0.000    0.037    0.004 core.py:1192(call)
        7    0.000    0.000    0.000    0.000 cache.py:43(has)
       15    0.000    0.000    0.000    0.000 weakref.py:419(get)
       10    0.000    0.000    0.000    0.000 dataset_ops.py:546(_flat_structure)
       10    0.000    0.000    0.000    0.000 enum.py:313(__call__)
       14    0.000    0.000    0.000    0.000 containers.py:285(<listcomp>)
       21    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsMappingView}
        9    0.000    0.000    0.000    0.000 function.py:3763(__del__)
        5    0.000    0.000    0.000    0.000 lock_util.py:54(__init__)
       20    0.000    0.000    0.000    0.000 ops.py:4589(_push_control_dependencies_controller)
       19    0.000    0.000    0.000    0.000 ops.py:5314(colocate_with)
       32    0.000    0.000    0.000    0.000 trace.py:85(__enter__)
        3    0.000    0.000    0.016    0.005 dataset_ops.py:3358(wrapper_fn)
        1    0.000    0.000    0.059    0.059 def_function.py:663(_initialize)
       51    0.000    0.000    0.000    0.000 tensor_spec.py:63(shape)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4289(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge1}
        8    0.000    0.000    0.000    0.000 tensor_util.py:263(inner)
        1    0.000    0.000    0.010    0.010 data_adapter.py:330(slice_batch_indices)
        9    0.000    0.000    0.000    0.000 ag_ctx.py:61(__exit__)
       10    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 context.py:827(device)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_AddInputList}
        9    0.000    0.000    0.000    0.000 memory.py:24(dismantle_ordered_dict)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3570(__init__)
        8    0.000    0.000    0.000    0.000 python_message.py:1363(WhichOneof)
       10    0.000    0.000    0.000    0.000 ops.py:6013(get_name_scope)
        4    0.000    0.000    0.002    0.000 func_graph.py:930(convert)
        2    0.000    0.000    0.000    0.000 resource_variable_ops.py:606(numpy)
        4    0.000    0.000    0.000    0.000 auto_control_deps.py:225(__enter__)
       10    0.000    0.000    0.000    0.000 base_layer_utils.py:441(enter)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:1136(most_specific_compatible_shape)
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.AssertSameStructureForData}
        4    0.000    0.000    0.000    0.000 tensor_util.py:134(SlowAppendInt64ArrayToTensorProto)
       10    0.000    0.000    0.000    0.000 base_layer.py:1157(_set_training_mode)
        3    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FunctionSetAttrValueProto}
       13    0.000    0.000    0.004    0.000 tensor_conversion_registry.py:50(_default_conversion_function)
       26    0.000    0.000    0.000    0.000 tensor_shape.py:838(ndims)
        4    0.000    0.000    0.000    0.000 function.py:229(_parse_func_attrs)
       23    0.000    0.000    0.000    0.000 nest.py:104(_is_namedtuple)
        2    0.000    0.000    0.007    0.003 data_adapter.py:1135(enumerate_epochs)
       13    0.000    0.000    0.000    0.000 structure.py:286(get_flat_tensor_types)
        5    0.000    0.000    0.000    0.000 ops.py:4037(get_all_collection_keys)
        1    0.000    0.000    0.001    0.001 iterator_ops.py:531(__del__)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 containers.py:512(__setitem__)
       20    0.000    0.000    0.000    0.000 encoder.py:268(FieldSize)
       11    0.000    0.000    0.000    0.000 ops.py:6583(__init__)
       52    0.000    0.000    0.000    0.000 tensor_shape.py:826(dims)
       10    0.000    0.000    0.000    0.000 base_layer_utils.py:541(is_subclassed)
        9    0.000    0.000    0.000    0.000 node.py:147(map_arguments)
        6    0.000    0.000    0.000    0.000 inspect.py:726(getmodule)
        7    0.000    0.000    0.000    0.000 func_graph.py:740(internal_captures)
        2    0.000    0.000    0.000    0.000 resource_variable_ops.py:668(read_value)
       10    0.000    0.000    0.000    0.000 base_layer_utils.py:524(__exit__)
       13    0.000    0.000    0.000    0.000 os.py:740(encodekey)
       36    0.000    0.000    0.000    0.000 ops.py:5066(_colocation_stack)
       10    0.000    0.000    0.000    0.000 dataset_ops.py:537(_flat_types)
       62    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       29    0.000    0.000    0.000    0.000 dataset_ops.py:216(_variant_tensor)
        7    0.000    0.000    0.000    0.000 converter.py:153(__init__)
        6    0.000    0.000    0.000    0.000 cache.py:50(__getitem__)
       23    0.000    0.000    0.000    0.000 ops.py:452(<listcomp>)
       13    0.000    0.000    0.000    0.000 os.py:766(getenv)
        5    0.000    0.000    0.000    0.000 ops.py:4981(switch_to_thread_local)
       12    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 def_function.py:451(__init__)
       13    0.000    0.000    0.000    0.000 nest.py:1310(yield_flat_paths)
        8    0.000    0.000    0.000    0.000 object_identity.py:225(<listcomp>)
        1    0.000    0.000    0.000    0.000 tf_inspect.py:260(getcallargs)
       16    0.000    0.000    0.000    0.000 structure.py:283(<listcomp>)
        5    0.000    0.000    0.000    0.000 ops.py:5202(device)
        5    0.000    0.000    0.000    0.000 tensor_spec.py:155(_to_components)
        4    0.000    0.000    0.000    0.000 math_ops.py:866(cast)
        2    0.000    0.000    0.000    0.000 resource_variable_ops.py:830(_lazy_read)
        5    0.000    0.000    0.000    0.000 context.py:1772(__exit__)
        9    0.000    0.000    0.000    0.000 execute.py:177(make_str)
        6    0.000    0.000    0.000    0.000 ops.py:2431(_set_attr_with_buf)
        9    0.000    0.000    0.000    0.000 op_def_library.py:159(_MakeStr)
        8    0.000    0.000    0.000    0.000 dataset_ops.py:2956(__init__)
        2    0.000    0.000    0.001    0.000 gen_dataset_ops.py:6594(tensor_dataset)
       29    0.000    0.000    0.000    0.000 function.py:422(<genexpr>)
       23    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
        5    0.000    0.000    0.000    0.000 ops.py:4040(<listcomp>)
        6    0.000    0.000    0.000    0.000 python_message.py:416(MakePrimitiveMapDefault)
        5    0.000    0.000    0.000    0.000 c_api_util.py:45(__init__)
        8    0.000    0.000    0.000    0.000 object_identity.py:223(__len__)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3472(__init__)
       32    0.000    0.000    0.000    0.000 function.py:271(__exit__)
       39    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       12    0.000    0.000    0.000    0.000 training.py:327(<genexpr>)
        1    0.000    0.000    0.007    0.007 data_adapter.py:373(slice_inputs)
        9    0.000    0.000    0.000    0.000 structure.py:407(type_spec_from_value)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:356(_apply_options)
        1    0.000    0.000    0.001    0.001 gen_dataset_ops.py:2587(iterator_get_next)
        5    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.AddControlInput}
       10    0.000    0.000    0.000    0.000 tensor_shape.py:252(is_compatible_with)
       20    0.000    0.000    0.000    0.000 base_layer.py:932(<genexpr>)
        2    0.000    0.000    0.000    0.000 def_function.py:629(_defun)
        8    0.000    0.000    0.004    0.001 activations.py:327(sigmoid)
       19    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       23    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsAttrs}
       14    0.000    0.000    0.000    0.000 base.py:677(_lookup_dependency)
       32    0.000    0.000    0.000    0.000 trace.py:89(set_metadata)
        2    0.000    0.000    0.000    0.000 converter.py:184(uses)
       10    0.000    0.000    0.000    0.000 base_layer_utils.py:310(is_in_keras_graph)
