model = bulk_NN()
%prun predict(model,x_tst)

         147915 function calls (143274 primitive calls) in 0.181 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 base_layer_utils.py:399(call_context)
       13    0.000    0.000    0.000    0.000 ag_logging.py:121(has_verbosity)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextSyncExecutors}
        1    0.000    0.000    0.000    0.000 traceable_stack.py:35(set_filename_and_line_from_caller)
        5    0.000    0.000    0.000    0.000 conversion.py:242(cache_whitelisted)
       17    0.000    0.000    0.000    0.000 inspect.py:2821(<genexpr>)
        7    0.000    0.000    0.000    0.000 tf_inspect.py:390(ismethod)
        2    0.000    0.000    0.000    0.000 ops.py:1523(internal_convert_n_to_tensor)
       10    0.000    0.000    0.000    0.000 base_layer.py:1200(_autographed_call)
        4    0.000    0.000    0.000    0.000 context.py:1085(add_function)
        5    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.SetRequireShapeInferenceFns}
        1    0.000    0.000    0.000    0.000 gen_array_ops.py:1182(concat_v2)
        1    0.000    0.000    0.001    0.001 gen_dataset_ops.py:852(concatenate_dataset)
        9    0.000    0.000    0.000    0.000 ag_ctx.py:53(__enter__)
        3    0.000    0.000    0.000    0.000 function_utils.py:89(get_func_name)
    15/12    0.000    0.000    0.000    0.000 dataset_ops.py:2972(element_spec)
        9    0.000    0.000    0.000    0.000 distribution_strategy_context.py:179(get_strategy)
       57    0.000    0.000    0.000    0.000 object_identity.py:78(unwrapped)
        5    0.000    0.000    0.000    0.000 array_ops.py:1479(_should_not_autopack)
        6    0.000    0.000    0.000    0.000 function.py:1964(graph)
       35    0.000    0.000    0.000    0.000 function.py:2014(<listcomp>)
        4    0.000    0.000    0.000    0.000 func_graph.py:735(external_captures)
        3    0.000    0.000    0.000    0.000 data_adapter.py:235(can_handle)
        9    0.000    0.000    0.000    0.000 context.py:1831(ensure_initialized)
        2    0.000    0.000    0.000    0.000 monitoring.py:136(get_cell)
       21    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsMapping}
       13    0.000    0.000    0.000    0.000 structure.py:296(<listcomp>)
        3    0.000    0.000    0.000    0.000 ops.py:1039(numpy)
       38    0.000    0.000    0.000    0.000 ops.py:3156(_set_control_flow_context)
        2    0.000    0.000    0.000    0.000 def_function.py:579(_defun_with_scope)
        1    0.000    0.000    0.000    0.000 transpiler.py:190(instantiate)
        1    0.000    0.000    0.000    0.000 functional.py:556(_conform_to_reference_input)
        3    0.000    0.000    0.000    0.000 data_adapter.py:1011(_convert_numpy_and_scipy)
       22    0.000    0.000    0.000    0.000 resource_variable_ops.py:498(dtype)
        1    0.000    0.000    0.000    0.000 training.py:1420(make_predict_function)
       44    0.000    0.000    0.000    0.000 object_identity.py:38(unwrapped)
        4    0.000    0.000    0.000    0.000 function.py:356(_inference_name)
        4    0.000    0.000    0.000    0.000 function.py:423(<listcomp>)
        8    0.000    0.000    0.000    0.000 __init__.py:1493(log)
       26    0.000    0.000    0.000    0.000 function.py:484(<genexpr>)
        3    0.000    0.000    0.000    0.000 training.py:2361(layers)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4375(__init__)
        6    0.000    0.000    0.000    0.000 variable_scope.py:2738(variable_creator_scope)
       11    0.000    0.000    0.000    0.000 cache.py:92(_get_key)
        5    0.000    0.000    0.000    0.000 type_spec.py:211(_to_tensor_list)
        5    0.000    0.000    0.000    0.000 tensor_spec.py:169(_from_compatible_tensor_list)
        3    0.000    0.000    0.030    0.010 function.py:2931(get_concrete_function)
        5    0.000    0.000    0.000    0.000 config_lib.py:62(get_action)
        4    0.000    0.000    0.000    0.000 base_layer.py:2690(_obj_reference_counts)
       32    0.000    0.000    0.000    0.000 data_adapter.py:1212(step_increment)
      2/1    0.000    0.000    0.000    0.000 type_spec.py:395(__most_specific_compatible_type_serialization)
        1    0.000    0.000    0.001    0.001 gen_dataset_ops.py:6663(tensor_slice_dataset)
        1    0.000    0.000    0.041    0.041 training.py:1444(run_step)
       19    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_utils.IsTypeSpec}
        8    0.000    0.000    0.000    0.000 dtypes.py:103(as_numpy_dtype)
       10    0.000    0.000    0.000    0.000 ops.py:5185(__enter__)
       18    0.000    0.000    0.000    0.000 op_def_library.py:166(_MakeBool)
        4    0.000    0.000    0.000    0.000 function.py:1549(_set_function_spec)
        5    0.000    0.000    0.000    0.000 context.py:2016(device)
        1    0.000    0.000    0.002    0.002 resource_variable_ops.py:806(assign_add)
        4    0.000    0.000    0.000    0.000 op_def_library.py:184(_MakeShape)
        1    0.000    0.000    0.002    0.002 gen_array_ops.py:3789(gather_v2)
        8    0.000    0.000    0.000    0.000 variable_scope.py:1202(set_use_resource)
        4    0.000    0.000    0.000    0.000 function.py:474(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:410(_replace)
        2    0.000    0.000    0.000    0.000 monitoring.py:335(get_cell)
        5    0.000    0.000    0.000    0.000 array_ops.py:1489(_autopacking_conversion_function)
        1    0.000    0.000    0.000    0.000 callbacks.py:202(__init__)
        1    0.000    0.000    0.000    0.000 optimization_options.py:215(_graph_rewrites)
        1    0.000    0.000    0.042    0.042 distribute_lib.py:2941(_call_for_each_replica)
        7    0.000    0.000    0.000    0.000 converter.py:174(__hash__)
        1    0.000    0.000    0.000    0.000 function_wrappers.py:47(__init__)
       18    0.000    0.000    0.000    0.000 functional.py:504(<genexpr>)
       32    0.000    0.000    0.000    0.000 callbacks.py:464(on_predict_batch_begin)
        1    0.000    0.000    0.000    0.000 ops.py:121(__init__)
        8    0.000    0.000    0.000    0.000 traceable_stack.py:131(copy)
        2    0.000    0.000    0.000    0.000 resource_variable_ops.py:1924(__init__)
       10    0.000    0.000    0.000    0.000 ag_ctx.py:35(control_status_ctx)
        1    0.000    0.000    0.043    0.043 training.py:1441(step_function)
        5    0.000    0.000    0.000    0.000 function.py:3595(defun_with_attributes)
       14    0.000    0.000    0.000    0.000 distribution_strategy_context.py:337(_get_default_replica_mode)
       11    0.000    0.000    0.000    0.000 base_layer.py:1265(input_spec)
        1    0.000    0.000    0.001    0.001 deprecation.py:473(new_func)
        1    0.000    0.000    0.001    0.001 gen_math_ops.py:7267(_range)
        7    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        4    0.000    0.000    0.000    0.000 function.py:442(<listcomp>)
        6    0.000    0.000    0.000    0.000 conversion.py:234(is_in_whitelist_cache)
       10    0.000    0.000    0.000    0.000 context.py:823(_set_device)
       11    0.000    0.000    0.000    0.000 containers.py:613(__contains__)
        6    0.000    0.000    0.000    0.000 nest.py:104(assert_same_structure)
       14    0.000    0.000    0.000    0.000 tracking.py:186(__init__)
        1    0.000    0.000    0.042    0.042 distribute_lib.py:1130(run)
       18    0.000    0.000    0.000    0.000 base_layer.py:2468(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:692(getsourcefile)
       15    0.000    0.000    0.000    0.000 tf2.py:42(enabled)
        8    0.000    0.000    0.000    0.000 nest.py:357(assert_same_structure)
        9    0.000    0.000    0.000    0.000 constant_op.py:298(_constant_eager_impl)
       40    0.000    0.000    0.000    0.000 tensor_spec.py:37(<lambda>)
       22    0.000    0.000    0.000    0.000 resource_variable_ops.py:588(trainable)
        4    0.000    0.000    0.000    0.000 function.py:441(<listcomp>)
        4    0.000    0.000    0.000    0.000 auto_control_deps.py:178(__init__)
        3    0.000    0.000    0.000    0.000 distribute_lib.py:2853(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(_handle_fromlist)
       32    0.000    0.000    0.000    0.000 context.py:127(executor_type)
        1    0.000    0.000    0.002    0.002 gen_array_ops.py:8142(reshape)
        4    0.000    0.000    0.000    0.000 func_graph.py:1016(<listcomp>)
       12    0.000    0.000    0.000    0.000 ag_logging.py:138(log)
       13    0.000    0.000    0.000    0.000 os.py:734(check_str)
        2    0.000    0.000    0.000    0.000 nest.py:126(_packed_nest_with_indices)
        2    0.000    0.000    0.000    0.000 variables.py:258(__call__)
        1    0.000    0.000    0.001    0.001 iterator_ops.py:738(_next_internal)
       60    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 weakref.py:395(__setitem__)
        7    0.000    0.000    0.000    0.000 nest.py:245(<listcomp>)
       32    0.000    0.000    0.000    0.000 trace.py:123(__exit__)
        5    0.000    0.000    0.000    0.000 dataset_ops.py:2967(__init__)
        4    0.000    0.000    0.000    0.000 execute.py:201(make_shape)
        4    0.000    0.000    0.004    0.001 func_graph.py:1136(_get_defun_inputs_from_args)
       10    0.000    0.000    0.000    0.000 base_layer.py:2968(_split_out_first_arg)
       10    0.000    0.000    0.000    0.000 base_layer_utils.py:503(__init__)
        1    0.000    0.000    0.039    0.039 training.py:1396(predict_step)
       18    0.000    0.000    0.000    0.000 execute.py:184(make_bool)
       20    0.000    0.000    0.000    0.000 base_layer.py:3234(<genexpr>)
        1    0.000    0.000    0.000    0.000 tf_utils.py:531(_to_single_numpy_or_python_type)
        8    0.000    0.000    0.000    0.000 __init__.py:1685(isEnabledFor)
        2    0.000    0.000    0.000    0.000 tf_stack.py:53(__enter__)
       11    0.000    0.000    0.000    0.000 base_layer.py:2515(_call_arg_was_passed)
        1    0.000    0.000    0.000    0.000 training.py:2667(concat)
        5    0.000    0.000    0.000    0.000 structure.py:355(to_tensor_list)
        1    0.000    0.000    0.000    0.000 def_function.py:102(called_with_tracing)
        1    0.000    0.000    0.042    0.042 distribute_lib.py:2537(call_for_each_replica)
        3    0.000    0.000    0.000    0.000 distribute_lib.py:2872(__exit__)
        2    0.000    0.000    0.000    0.000 base_layer.py:2714(__delattr__)
        4    0.000    0.000    0.000    0.000 training.py:679(distribute_strategy)
       11    0.000    0.000    0.000    0.000 ops.py:4258(get_name_scope)
        3    0.000    0.000    0.000    0.000 function.py:3245(validate_signature)
        1    0.000    0.000    0.000    0.000 structure.py:119(convert_legacy_structure)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:2889(_graph_rewrites)
        9    0.000    0.000    0.000    0.000 nn_ops.py:3294(_tf_deterministic_ops)
       36    0.000    0.000    0.000    0.000 encoder.py:203(FieldSize)
        4    0.000    0.000    0.000    0.000 ops.py:1625(internal_convert_to_tensor_or_composite)
        2    0.000    0.000    0.000    0.000 variables.py:151(validate_synchronization_aggregation_trainable)
        4    0.000    0.000    0.000    0.000 func_graph.py:750(deferred_internal_captures)
        4    0.000    0.000    0.000    0.000 func_graph.py:1081(flatten)
        4    0.000    0.000    0.000    0.000 context.py:2346(add_function)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge0}
        3    0.000    0.000    0.000    0.000 tf_inspect.py:370(isfunction)
        4    0.000    0.000    0.000    0.000 structure.py:196(<listcomp>)
        4    0.000    0.000    0.000    0.000 ops.py:3997(get_collection)
        4    0.000    0.000    0.000    0.000 variable_scope.py:1420(get_variable_scope_store)
       10    0.000    0.000    0.000    0.000 function.py:2421(<dictcomp>)
        4    0.000    0.000    0.000    0.000 function.py:3060(<listcomp>)
        3    0.000    0.000    0.000    0.000 distribute_lib.py:2863(__enter__)
        5    0.000    0.000    0.000    0.000 structure.py:376(<lambda>)
       20    0.000    0.000    0.000    0.000 ops.py:113(tensor_id)
        1    0.000    0.000    0.000    0.000 tensor_shape.py:926(merge_with)
        1    0.000    0.000    0.000    0.000 tensor_spec.py:100(most_specific_compatible_type)
       54    0.000    0.000    0.000    0.000 options.py:59(<lambda>)
        4    0.000    0.000    0.000    0.000 variable_scope.py:1433(get_variable_scope)
        1    0.000    0.000    0.044    0.044 def_function.py:583(wrapped_fn)
        4    0.000    0.000    0.000    0.000 func_graph.py:745(deferred_external_captures)
        3    0.000    0.000    0.000    0.000 sequential.py:144(layers)
        2    0.000    0.000    0.000    0.000 ops.py:5225(combined)
        8    0.000    0.000    0.000    0.000 func_graph.py:130(<listcomp>)
        1    0.000    0.000    0.044    0.044 func_graph.py:958(wrapper)
        3    0.000    0.000    0.000    0.000 tf_utils.py:513(to_numpy_or_python_type)
        1    0.000    0.000    0.000    0.000 callbacks.py:571(on_predict_end)
       11    0.000    0.000    0.000    0.000 context.py:818(device_spec)
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsStopped}
        6    0.000    0.000    0.000    0.000 tf_inspect.py:335(getmodule)
       20    0.000    0.000    0.000    0.000 tensor_shape.py:790(_v2_behavior)
        1    0.000    0.000    0.002    0.002 array_ops.py:4589(gather)
       23    0.000    0.000    0.000    0.000 distribute_lib.py:771(extended)
       20    0.000    0.000    0.000    0.000 base_layer.py:1218(name)
        6    0.000    0.000    0.000    0.000 structure.py:321(reduce_fn)
       10    0.000    0.000    0.000    0.000 ops.py:5193(__exit__)
        3    0.000    0.000    0.000    0.000 tensor_util.py:280(_check_not_tensor)
       11    0.000    0.000    0.000    0.000 array_ops.py:1485(<genexpr>)
        2    0.000    0.000    0.015    0.008 dataset_ops.py:1557(map)
        6    0.000    0.000    0.000    0.000 tracking.py:154(resource_tracker_scope)
       10    0.000    0.000    0.000    0.000 base_layer.py:2505(<listcomp>)
       18    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 ops.py:4368(device)
        4    0.000    0.000    0.000    0.000 func_graph.py:491(variables)
       10    0.000    0.000    0.000    0.000 enum.py:631(__new__)
        4    0.000    0.000    0.000    0.000 ops.py:6351(get_collection)
        6    0.000    0.000    0.000    0.000 dataset_ops.py:2738(get_structure)
        1    0.000    0.000    0.000    0.000 training.py:2453(_check_call_args)
        5    0.000    0.000    0.000    0.000 structure.py:229(<lambda>)
       20    0.000    0.000    0.000    0.000 ops.py:4575(control_inputs)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:92(push_obj)
        5    0.000    0.000    0.000    0.000 func_graph.py:1142(_get_composite_tensor_spec)
        7    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 ops.py:1027(_numpy)
        4    0.000    0.000    0.000    0.000 object_identity.py:131(__getitem__)
        1    0.000    0.000    0.000    0.000 gen_nn_ops.py:10782(softmax)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3581(_parse_args)
       32    0.000    0.000    0.000    0.000 function.py:268(__enter__)
       15    0.000    0.000    0.000    0.000 function.py:3760(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:400(_make)
        1    0.000    0.000    0.000    0.000 context.py:645(sync_executors)
        8    0.000    0.000    0.000    0.000 tf_logging.py:93(get_logger)
        8    0.000    0.000    0.000    0.000 function.py:1528(<genexpr>)
        4    0.000    0.000    0.000    0.000 func_graph.py:1258(_get_defun_inputs_from_kwargs)
        1    0.000    0.000    0.003    0.003 data_adapter.py:315(permutation)
        4    0.000    0.000    0.000    0.000 structure.py:210(from_compatible_tensor_list)
        5    0.000    0.000    0.004    0.001 constant_op.py:335(_constant_tensor_conversion_function)
       21    0.000    0.000    0.000    0.000 ops.py:4634(<genexpr>)
        1    0.000    0.000    0.000    0.000 def_function.py:1423(decorated)
        4    0.000    0.000    0.000    0.000 function.py:381(__init__)
        7    0.000    0.000    0.000    0.000 func_graph.py:743(<listcomp>)
        1    0.000    0.000    0.000    0.000 conversion.py:109(convert)
        1    0.000    0.000    0.000    0.000 transpiler.py:384(transform_function)
        1    0.000    0.000    0.000    0.000 callbacks.py:554(on_predict_begin)
        5    0.000    0.000    0.000    0.000 device.py:45(is_device_spec)
        7    0.000    0.000    0.000    0.000 nest.py:241(<listcomp>)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:105(anonymous_iterator_v2)
        3    0.000    0.000    0.000    0.000 function.py:1959(name)
        8    0.000    0.000    0.000    0.000 func_graph.py:1022(<genexpr>)
       11    0.000    0.000    0.000    0.000 converter.py:170(as_tuple)
        6    0.000    0.000    0.000    0.000 inspect_utils.py:96(isconstructor)
       10    0.000    0.000    0.000    0.000 api.py:153(is_autograph_artifact)
        9    0.000    0.000    0.000    0.000 base_layer_utils.py:475(training)
       20    0.000    0.000    0.000    0.000 inspect.py:2539(name)
        1    0.000    0.000    0.000    0.000 tf_stack.py:105(__init__)
        1    0.000    0.000    0.000    0.000 tensor_util.py:1036(maybe_set_static_shape)
        2    0.000    0.000    0.005    0.002 array_ops.py:1028(slice)
        1    0.000    0.000    0.000    0.000 array_ops.py:1562(concat)
        2    0.000    0.000    0.000    0.000 gen_dataset_ops.py:5497(repeat_dataset)
        1    0.000    0.000    0.000    0.000 callbacks.py:274(set_model)
        2    0.000    0.000    0.000    0.000 data_adapter.py:1549(_is_distributed_dataset)
        4    0.000    0.000    0.000    0.000 ops.py:1602(convert_to_tensor_or_composite)
        1    0.000    0.000    0.000    0.000 type_spec.py:110(most_specific_compatible_type)
        6    0.000    0.000    0.000    0.000 dataset_ops.py:3409(function)
        1    0.000    0.000    0.001    0.001 gen_resource_variable_ops.py:22(assign_add_variable_op)
        4    0.000    0.000    0.000    0.000 function.py:475(<listcomp>)
        4    0.000    0.000    0.000    0.000 func_graph.py:126(<listcomp>)
        4    0.000    0.000    0.000    0.000 func_graph.py:919(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
        4    0.000    0.000    0.000    0.000 c_api_util.py:86(__init__)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:2796(get_legacy_output_types)
        7    0.000    0.000    0.000    0.000 function.py:3246(<genexpr>)
        1    0.000    0.000    0.001    0.001 nn_ops.py:3520(_softmax)
       20    0.000    0.000    0.000    0.000 base_layer.py:2506(<genexpr>)
        1    0.000    0.000    0.000    0.000 training.py:684(run_eagerly)
        5    0.000    0.000    0.000    0.000 context.py:1733(__init__)
        4    0.000    0.000    0.000    0.000 op_def_library.py:700(<listcomp>)
        3    0.000    0.000    0.000    0.000 function.py:1494(<listcomp>)
       10    0.000    0.000    0.000    0.000 function.py:2427(<dictcomp>)
        4    0.000    0.000    0.000    0.000 func_graph.py:738(<listcomp>)
        1    0.000    0.000    0.001    0.001 activations.py:44(softmax)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 inspect.py:654(getfile)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:52(_wrapfunc)
        1    0.000    0.000    0.000    0.000 training.py:2626(_in_multi_worker_mode)
        1    0.000    0.000    0.000    0.000 ops.py:2263(_add_control_input)
        3    0.000    0.000    0.000    0.000 options.py:51(__setattr__)
        1    0.000    0.000    0.006    0.006 gen_dataset_ops.py:2986(make_iterator)
        7    0.000    0.000    0.000    0.000 function.py:501(name)
        2    0.000    0.000    0.000    0.000 data_structures.py:80(wrap_or_unwrap)
        1    0.000    0.000    0.000    0.000 callbacks.py:815(_implements_train_batch_hooks)
        7    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       11    0.000    0.000    0.000    0.000 ops.py:1922(<listcomp>)
        2    0.000    0.000    0.000    0.000 iterator_ops.py:898(_from_components)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2665(__enter__)
        3    0.000    0.000    0.000    0.000 distribute_lib.py:2892(_scope)
        1    0.000    0.000    0.000    0.000 callbacks.py:247(_add_default_callbacks)
        1    0.000    0.000    0.039    0.039 sequential.py:352(call)
       13    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        6    0.000    0.000    0.000    0.000 inspect.py:285(isbuiltin)
        1    0.000    0.000    0.000    0.000 training.py:2760(_minimum_control_deps)
        5    0.000    0.000    0.000    0.000 context.py:1841(global_seed)
        1    0.000    0.000    0.000    0.000 ops.py:762(consumers)
       18    0.000    0.000    0.000    0.000 ops.py:6769(_op_to_colocate_with)
        6    0.000    0.000    0.000    0.000 object_identity.py:128(_wrap_key)
        7    0.000    0.000    0.000    0.000 tensor_spec.py:73(name)
        1    0.000    0.000    0.007    0.007 dataset_ops.py:403(__iter__)
        8    0.000    0.000    0.000    0.000 func_graph.py:97(<genexpr>)
        4    0.000    0.000    0.000    0.000 func_graph.py:493(<listcomp>)
       22    0.000    0.000    0.000    0.000 distribute_lib.py:2973(value_container)
        1    0.000    0.000    0.000    0.000 ops.py:4361(_add_device_to_stack)
        3    0.000    0.000    0.000    0.000 tensor_shape.py:215(__eq__)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:1128(repeat)
        1    0.000    0.000    0.000    0.000 def_function.py:62(called_with_tracing)
        4    0.000    0.000    0.000    0.000 function.py:1581(<listcomp>)
        4    0.000    0.000    0.000    0.000 func_graph.py:1092(<listcomp>)
        6    0.000    0.000    0.000    0.000 layer_utils.py:43(has_weights)
        3    0.000    0.000    0.000    0.000 distribute_lib.py:791(scope)
        7    0.000    0.000    0.000    0.000 inspect.py:63(ismodule)
        1    0.000    0.000    0.000    0.000 data_adapter.py:995(_process_tensorlike)
        6    0.000    0.000    0.000    0.000 containers.py:469(__init__)
        2    0.000    0.000    0.000    0.000 monitoring.py:303(set)
        1    0.000    0.000    0.000    0.000 tf_decorator.py:128(rewrap)
        6    0.000    0.000    0.000    0.000 nest.py:81(_yield_value)
       14    0.000    0.000    0.000    0.000 base.py:662(_deferred_dependencies)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:3035(map_dataset)
        1    0.000    0.000    0.182    0.182 <string>:1(<module>)
       19    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        4    0.000    0.000    0.000    0.000 op_def_library.py:695(<listcomp>)
        1    0.000    0.000    0.002    0.002 array_ops.py:59(reshape)
        4    0.000    0.000    0.000    0.000 resource_variable_ops.py:246(_handle_graph)
        2    0.000    0.000    0.000    0.000 data_structures.py:103(sticky_attribute_assignment)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2677(__exit__)
        1    0.000    0.000    0.001    0.001 nn_ops.py:3599(softmax)
        8    0.000    0.000    0.000    0.000 api.py:148(autograph_artifact)
        5    0.000    0.000    0.000    0.000 ag_ctx.py:49(__init__)
        1    0.000    0.000    0.000    0.000 sequential.py:494(input_spec)
        3    0.000    0.000    0.000    0.000 inspect.py:699(<genexpr>)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1340(_expand_single_1d_tensor)
       15    0.000    0.000    0.000    0.000 tf_decorator.py:262(decorated_target)
        8    0.000    0.000    0.000    0.000 object_identity.py:208(__len__)
        2    0.000    0.000    0.000    0.000 dataset_ops.py:2762(get_legacy_output_classes)
        8    0.000    0.000    0.000    0.000 dataset_ops.py:2960(_inputs)
        5    0.000    0.000    0.000    0.000 dataset_ops.py:4108(element_spec)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:888(_component_specs)
        1    0.000    0.000    0.058    0.058 function.py:2850(_get_concrete_function_internal_garbage_collected)
        1    0.000    0.000    0.000    0.000 transpiler.py:356(_cached_factory)
        2    0.000    0.000    0.000    0.000 data_adapter.py:275(<genexpr>)
        1    0.000    0.000    0.000    0.000 data_adapter.py:681(can_handle)
        1    0.000    0.000    0.000    0.000 tensor_spec.py:190(_unbatch)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4358(__init__)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:525(__init__)
        1    0.000    0.000    0.001    0.001 gen_dataset_ops.py:1261(delete_iterator)
        1    0.000    0.000    0.000    0.000 def_function.py:431(__init__)
        2    0.000    0.000    0.000    0.000 tracking.py:440(wrapped)
       10    0.000    0.000    0.000    0.000 keras_tensor.py:43(keras_tensors_enabled)
        1    0.000    0.000    0.000    0.000 data_adapter.py:529(can_handle)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringBoolGaugeCellSet}
        2    0.000    0.000    0.000    0.000 tensor_shape.py:282(merge_with)
       12    0.000    0.000    0.000    0.000 dataset_ops.py:3387(output_structure)
        3    0.000    0.000    0.000    0.000 dataset_ops.py:3602(_build_tensor)
        5    0.000    0.000    0.000    0.000 dataset_ops.py:4058(element_spec)
        8    0.000    0.000    0.000    0.000 function.py:1974(structured_input_signature)
        9    0.000    0.000    0.000    0.000 base_layer.py:853(compute_mask)
        8    0.000    0.000    0.000    0.000 generic_utils.py:792(is_default)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argmax)
        1    0.000    0.000    0.000    0.000 device.py:67(merge_device)
        2    0.000    0.000    0.001    0.001 dataset_ops.py:569(from_tensors)
        1    0.000    0.000    0.001    0.001 dataset_ops.py:606(from_tensor_slices)
        3    0.000    0.000    0.000    0.000 dataset_ops.py:3366(<listcomp>)
        1    0.000    0.000    0.000    0.000 optimization_options.py:196(_autotune_settings)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:2002(flat_map_dataset)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:3265(model_dataset)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:5056(parallel_map_dataset_v2)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:943(experimental_distribute_dataset)
        1    0.000    0.000    0.000    0.000 inspect.py:1520(currentframe)
        1    0.000    0.000    0.000    0.000 <string>:1(__new__)
        2    0.000    0.000    0.000    0.000 data_adapter.py:1164(catch_stop_iteration)
        2    0.000    0.000    0.000    0.000 nest.py:53(_sequence_like)
       11    0.000    0.000    0.000    0.000 dataset_ops.py:348(options)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:3147(_to_tensor_list)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:5295(range_dataset)
        7    0.000    0.000    0.000    0.000 function.py:763(forward)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:296(_require_cross_replica_or_default_context_extended)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:2658(__init__)
        2    0.000    0.000    0.000    0.000 converter.py:177(__eq__)
        4    0.000    0.000    0.000    0.000 enum.py:730(__hash__)
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
        3    0.000    0.000    0.000    0.000 tensor_util.py:281(<listcomp>)
        4    0.000    0.000    0.000    0.000 tracking.py:199(__del__)
        1    0.000    0.000    0.000    0.000 distribution_strategy_context.py:56(__init__)
        3    0.000    0.000    0.000    0.000 distribution_strategy_context.py:199(has_strategy)
        1    0.000    0.000    0.000    0.000 transpiler.py:362(_transformed_factory)
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_AddControlInput}
       10    0.000    0.000    0.000    0.000 ops.py:3003(<lambda>)
        2    0.000    0.000    0.000    0.000 ops.py:5777(inside_function)
        1    0.000    0.000    0.000    0.000 gen_dataset_ops.py:5188(prefetch_dataset)
        4    0.000    0.000    0.000    0.000 function.py:3777(__init__)
        2    0.000    0.000    0.000    0.000 base_layer.py:1232(dynamic)
        1    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       10    0.000    0.000    0.000    0.000 inspect.py:2547(annotation)
        2    0.000    0.000    0.000    0.000 ops.py:1217(graph)
        1    0.000    0.000    0.000    0.000 ops.py:3636(as_graph_element)
        1    0.000    0.000    0.000    0.000 type_spec.py:498(_to_batched_tensor_list)
